task,scenario,video_uid,video_category,sample_id,distractor_task,distractor_sample_id,dialogue,question,options,correct_answer,start_sec,end_sec
MIntRec,text_grounded,603ecf93-d2c1-4611-a690-76afd18935c8,Car mechanic,mintred_0736,QaEgo4D,5466f293-f137-4272-806f-61ad284eb5f9_6,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, welcome to the party. Thirsty?""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, definitely. What's good here?""}, {""speaker"": ""Speaker 1"", ""text"": ""We've got some great cocktails lined up.""}, {""speaker"": ""Speaker 2"", ""text"": ""Like what? Surprise me.""}, {""speaker"": ""Speaker 1"", ""text"": ""This is myrtle's favorite drink.""}]",What is the intent of the last utterance in the dialogue? (A) Greet (B) Introduce (C) Arrange (D) Inform,"{""A"": ""Greet"", ""B"": ""Introduce"", ""C"": ""Arrange"", ""D"": ""Inform""}",B,,
MIntRec,text_grounded,e3c805ff-3afc-4275-9e4d-b91937aeb642,Cooking,mintred_0737,QaEgo4D,4b8a2bd1-f929-45d0-8634-2b9a9091b702_6,"[{""speaker"": ""Speaker 1"", ""text"": ""Alright, everyone, we've got that big redesign project for the website kicking off next week.""}, {""speaker"": ""Speaker 2"", ""text"": ""Sounds good. Who's taking the lead on it?""}, {""speaker"": ""Speaker 1"", ""text"": ""I'll oversee the whole thing, but we need to split up the tasks.""}, {""speaker"": ""Speaker 2"", ""text"": ""Cool, what about the UI elements?""}, {""speaker"": ""Speaker 1"", ""text"": ""so some of you are gonna be working on that with dina.""}]",What is the intent of the last utterance in the dialogue? (A) Greet (B) Arrange (C) Comfort (D) Prevent,"{""A"": ""Greet"", ""B"": ""Arrange"", ""C"": ""Comfort"", ""D"": ""Prevent""}",B,,
MIntRec,text_grounded,e6b7692d-5e35-4524-8d2a-385475b95806,"Car - commuting, road trip; Clothes, other shopping; Daily hygiene; Indoor Navigation (walking); Talking with family members; Walking on street",mintred_0738,QaEgo4D,41145ba7-cc70-410f-b3be-05edd8b3d548_6,"[{""speaker"": ""Speaker 1"", ""text"": ""Careful, Glenn. Those walkers are too close to the fence.""}, {""speaker"": ""Speaker 2"", ""text"": ""I see meds in that bag. I can sneak in quick.""}, {""speaker"": ""Speaker 1"", ""text"": ""No way, too dangerous. Stay back.""}, {""speaker"": ""Speaker 2"", ""text"": ""Just a second, I'm fast.""}, {""speaker"": ""Speaker 1"", ""text"": ""no, glenn! 6 feet!""}]",What is the intent of the last utterance in the dialogue? (A) Advise (B) Greet (C) Prevent (D) Comfort,"{""A"": ""Advise"", ""B"": ""Greet"", ""C"": ""Prevent"", ""D"": ""Comfort""}",C,,
MIntRec,text_grounded,803d0524-47c8-45fe-a5d1-c6a71e2cd54b,Cleaning / laundry,mintred_0739,QaEgo4D,744ab354-22aa-4a8d-ae08-115b4ad09b55_1,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, wanna stick around and watch the game with us?""}, {""speaker"": ""Speaker 2"", ""text"": ""Nah, I think I'm good.""}, {""speaker"": ""Speaker 1"", ""text"": ""Come on, it's just getting started. One beer?""}, {""speaker"": ""Speaker 2"", ""text"": ""Appreciate it, but I've got something else going on.""}, {""speaker"": ""Speaker 1"", ""text"": ""Like what?""}, {""speaker"": ""Speaker 2"", ""text"": ""i'm going to hang out.""}]",What is the intent of the last utterance in the dialogue? (A) Introduce (B) Greet (C) Leave (D) Ask for help,"{""A"": ""Introduce"", ""B"": ""Greet"", ""C"": ""Leave"", ""D"": ""Ask for help""}",C,,
MIntRec,text_grounded,b4461fe4-c5ed-4764-8ef0-bcff0eb2714c,Cooking,mintred_0740,QaEgo4D,b2182db6-1a07-40f5-b281-4c12d0c03860_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Man, this line at the club is ridiculous. We've been waiting forever.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, but it's worth it once we get in. Just a few more minutes.""}, {""speaker"": ""Speaker 1"", ""text"": ""I don't know, my bladder's about to burst from that beer earlier.""}, {""speaker"": ""Speaker 2"", ""text"": ""Hold it together, dude. Don't bail now.""}, {""speaker"": ""Speaker 1"", ""text"": ""so i really need to get to a men's room.""}]",What is the intent of the last utterance in the dialogue? (A) Inform (B) Leave (C) Arrange (D) Prevent,"{""A"": ""Inform"", ""B"": ""Leave"", ""C"": ""Arrange"", ""D"": ""Prevent""}",B,,
MIntRec,text_grounded,4dc1caff-6353-4a05-9382-92031b25f783,Bike; Cleaning / laundry; Doing yardwork / shoveling snow; Going to the park; Talking with family members; Walking on street,mintred_0741,QaEgo4D,06684484-8404-4e9f-bba6-006ac57008a7_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, remember those old Jolt Colas? The ones with \""all the sugar and twice the caffeine\""?""}, {""speaker"": ""Speaker 2"", ""text"": ""Oh yeah, I used to chug those in high school. Do they still make them anywhere?""}, {""speaker"": ""Speaker 1"", ""text"": ""I'm not sure. I was at the store earlier and couldn't find them. Maybe online?""}, {""speaker"": ""Speaker 2"", ""text"": ""Nah, they were discontinued seven years ago.""}]",What is the intent of the last utterance in the dialogue? (A) Prevent (B) Comfort (C) Inform (D) Greet,"{""A"": ""Prevent"", ""B"": ""Comfort"", ""C"": ""Inform"", ""D"": ""Greet""}",C,,
MIntRec,text_grounded,0e6fb738-05fc-4dd5-9746-a8e10efe8c20,Cooking,mintred_0742,QaEgo4D,3ecb85af-a151-4ce2-92cb-c2eb8c2d642a_3,"[{""speaker"": ""Speaker 1"", ""text"": ""Did you hear what happened? The team's blowing it out there!""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, it's a disaster! They're fumbling every play!""}, {""speaker"": ""Speaker 1"", ""text"": ""I can't watch this anymore. This is killing me!""}, {""speaker"": ""Speaker 2"", ""text"": ""Me neither! What are we gonna do?""}, {""speaker"": ""Speaker 1"", ""text"": ""okay, guys, settle down.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Introduce (C) Ask for help (D) Arrange,"{""A"": ""Comfort"", ""B"": ""Introduce"", ""C"": ""Ask for help"", ""D"": ""Arrange""}",A,,
MIntRec,text_grounded,0e6fb738-05fc-4dd5-9746-a8e10efe8c20,Cooking,mintred_0743,QaEgo4D,b0b5ae2e-757f-4f15-b48a-d3ac1b828800_5,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, I'm looking to rent that two-bedroom apartment you have listed.""}, {""speaker"": ""Speaker 2"", ""text"": ""Perfect timing, it's available starting next week. We can arrange everything right now.""}, {""speaker"": ""Speaker 1"", ""text"": ""Awesome, what do I need to do to get started?""}, {""speaker"": ""Speaker 2"", ""text"": ""Just fill out the application and lease agreement.""}, {""speaker"": ""Speaker 1"", ""text"": ""Got it.""}, {""speaker"": ""Speaker 2"", ""text"": ""Ah, here, do some paperwork.""}]",What is the intent of the last utterance in the dialogue? (A) Prevent (B) Arrange (C) Advise (D) Introduce,"{""A"": ""Prevent"", ""B"": ""Arrange"", ""C"": ""Advise"", ""D"": ""Introduce""}",B,,
MIntRec,text_grounded,a1d427e8-1d69-4c2f-9278-2172bc028c57,Cooking,mintred_0744,QaEgo4D,08384359-7233-4838-bb1e-a16e1628e8d1_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Everyone who parked in the front lot this morning, you need to relocate immediately.""}, {""speaker"": ""Speaker 2"", ""text"": ""Does that mean all cars, or just some?""}, {""speaker"": ""Speaker 1"", ""text"": ""Just the ones blocking the main driveway.""}, {""speaker"": ""Speaker 2"", ""text"": ""Which ones exactly?""}, {""speaker"": ""Speaker 1"", ""text"": ""ford, chrysler, that means you!""}]",What is the intent of the last utterance in the dialogue? (A) Introduce (B) Inform (C) Greet (D) Leave,"{""A"": ""Introduce"", ""B"": ""Inform"", ""C"": ""Greet"", ""D"": ""Leave""}",B,,
MIntRec,text_grounded,3dedfa92-4e30-47ed-9611-aa4f79a32a13,Scooter mechanic,mintred_0745,QaEgo4D,8f3ac143-df42-4df6-bb7e-dd43f35f7cf1_1,"[{""speaker"": ""Speaker 1"", ""text"": ""I've finished drafting the contract changes you wanted.""}, {""speaker"": ""Speaker 2"", ""text"": ""Perfect timing. Did you include the clauses we discussed last week?""}, {""speaker"": ""Speaker 1"", ""text"": ""Yes, and I cross-referenced them with the original agreement.""}, {""speaker"": ""Speaker 2"", ""text"": ""Good. Now submit it to me for verification.""}]",What is the intent of the last utterance in the dialogue? (A) Advise (B) Leave (C) Introduce (D) Inform,"{""A"": ""Advise"", ""B"": ""Leave"", ""C"": ""Introduce"", ""D"": ""Inform""}",D,,
MIntRec,text_grounded,08f5fcdf-c038-4e1f-a1e9-b5939900feba,Cleaning / laundry; Watching tv; Working at desk,mintred_0746,QaEgo4D,dc64f141-ceac-4ea1-a32d-094a111282c9_3,"[{""speaker"": ""Speaker 1"", ""text"": ""Oh shoot, I just bumped the table and your puzzle scattered everywhere!""}, {""speaker"": ""Speaker 2"", ""text"": ""Nooo, I was like 90% done with that thing!""}, {""speaker"": ""Speaker 1"", ""text"": ""I'm so sorry, it took you forever to get that far.""}, {""speaker"": ""Speaker 2"", ""text"": ""it's fine, i'll just piece together""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Advise (C) Arrange (D) Inform,"{""A"": ""Comfort"", ""B"": ""Advise"", ""C"": ""Arrange"", ""D"": ""Inform""}",A,,
MIntRec,text_grounded,38ead8a1-4d57-4bfb-b7dc-a9785b22f93a,Cleaning / laundry; Eating; Household cleaners; Reading books,mintred_0747,QaEgo4D,f13e07fb-f312-4676-9128-3a877bbfdbdd_3,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, I gotta head out soon, this line is taking forever.""}, {""speaker"": ""Speaker 2"", ""text"": ""Wait, don't go yet—I got a gift card I wasn't gonna use. It's $25 for this store.""}, {""speaker"": ""Speaker 1"", ""text"": ""Seriously? For real?""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, totally. It'll cover your stuff next time.""}, {""speaker"": ""Speaker 1"", ""text"": ""yeah, cool, give me the gift card.""}]",What is the intent of the last utterance in the dialogue? (A) Leave (B) Greet (C) Ask for help (D) Comfort,"{""A"": ""Leave"", ""B"": ""Greet"", ""C"": ""Ask for help"", ""D"": ""Comfort""}",A,,
MIntRec,text_grounded,36afce46-2863-4e88-b758-02ba082d90ee,,mintred_0748,EgoPlan-Bench2,36afce46-2863-4e88-b758-02ba082d90ee_54,"[{""speaker"": ""Speaker 1"", ""text"": ""Why are these prices so low today?""}, {""speaker"": ""Speaker 2"", ""text"": ""It's a special clearance sale.""}, {""speaker"": ""Speaker 1"", ""text"": ""Is there something wrong with the items?""}, {""speaker"": ""Speaker 2"", ""text"": ""No, they're all in perfect condition.""}, {""speaker"": ""Speaker 2"", ""text"": ""because we had an overstock.""}]",What is the intent of the last utterance in the dialogue? (A) Arrange (B) Inform (C) Leave (D) Comfort,"{""A"": ""Arrange"", ""B"": ""Inform"", ""C"": ""Leave"", ""D"": ""Comfort""}",B,,
MIntRec,text_grounded,24fa7505-bafd-418d-8bed-62e614085fa9,Car mechanic,mintred_0749,QaEgo4D,b17079a0-e477-4bad-92ec-133f2247a823_5,"[{""speaker"": ""Speaker 1"", ""text"": ""Okay, run through the scene one more time. From the top.""}, {""speaker"": ""Speaker 2"", ""text"": ""Got it. \""You think you can just walk away like that?\""""}, {""speaker"": ""Speaker 1"", ""text"": ""Cut. Better, but dig deeper into the anger. Energy's still flat.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, I'm just not feeling it today. We've done this ten times.""}, {""speaker"": ""Speaker 1"", ""text"": ""That's how we get it right. Positions again.""}, {""speaker"": ""Speaker 2"", ""text"": ""Let's take a five?""}]",What is the intent of the last utterance in the dialogue? (A) Ask for help (B) Leave (C) Greet (D) Advise,"{""A"": ""Ask for help"", ""B"": ""Leave"", ""C"": ""Greet"", ""D"": ""Advise""}",D,,
MIntRec,text_grounded,cd087f89-9c3e-4224-a11c-3fa89405d057,Carpenter; Crafting/knitting/sewing/drawing/painting,mintred_0750,QaEgo4D,c89c3bfb-0211-406c-be42-5b179749af68_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey Sayid, you busy tomorrow morning?""}, {""speaker"": ""Speaker 2"", ""text"": ""Not really, why? Everything okay?""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, just... we're down a couple people on the early shift.""}, {""speaker"": ""Speaker 2"", ""text"": ""Need an extra hand or something?""}, {""speaker"": ""Speaker 1"", ""text"": ""sorry, um--uh, sayid, um, you're gonna have to come in a little early tomorrow to help out.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Arrange (C) Advise (D) Prevent,"{""A"": ""Comfort"", ""B"": ""Arrange"", ""C"": ""Advise"", ""D"": ""Prevent""}",B,,
MIntRec,text_grounded,5e64c89d-34ce-49a3-949a-dc90385cdbcc,Cleaning / laundry; Making coffee; Reading books; Talking to colleagues; Working at desk,mintred_0751,QaEgo4D,773e0643-0163-4f23-b5c7-94dad5780407_5,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, can you hear me okay?""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, loud and clear now.""}, {""speaker"": ""Speaker 1"", ""text"": ""Great, the connection was spotty a second ago.""}, {""speaker"": ""Speaker 2"", ""text"": ""All good on my end too.""}, {""speaker"": ""Speaker 1"", ""text"": ""hello there.""}]",What is the intent of the last utterance in the dialogue? (A) Advise (B) Comfort (C) Ask for help (D) Greet,"{""A"": ""Advise"", ""B"": ""Comfort"", ""C"": ""Ask for help"", ""D"": ""Greet""}",D,,
MIntRec,text_grounded,3534864b-2289-4aaf-b3ed-10eeeee7acd2,Baker,mintred_0752,QaEgo4D,8992adf7-2002-4933-bd21-4516799c70e9_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Hello?""}, {""speaker"": ""Speaker 2"", ""text"": ""Hi, is Sarah there? This is her sister calling from out of town.""}, {""speaker"": ""Speaker 1"", ""text"": ""She's stepped out for a bit, can I take a message?""}, {""speaker"": ""Speaker 2"", ""text"": ""Sure, but who am I speaking to?""}, {""speaker"": ""Speaker 1"", ""text"": ""this is, uh, blaine neustadt""}]",What is the intent of the last utterance in the dialogue? (A) Prevent (B) Arrange (C) Advise (D) Introduce,"{""A"": ""Prevent"", ""B"": ""Arrange"", ""C"": ""Advise"", ""D"": ""Introduce""}",D,,
MIntRec,text_grounded,da0d2bdd-3508-48f5-bd9e-304d2535799d,Handyman; Practicing a musical instrument,mintred_0753,QaEgo4D,2266181f-2e45-48a5-95d7-8c429b2e24c9_0,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, where's Anna? The meeting's about to start.""}, {""speaker"": ""Speaker 2"", ""text"": ""She texted me earlier, said she'd be a bit late.""}, {""speaker"": ""Speaker 1"", ""text"": ""Again? What's her excuse this time?""}, {""speaker"": ""Speaker 2"", ""text"": ""she's taking a saxophone lesson.""}]",What is the intent of the last utterance in the dialogue? (A) Introduce (B) Prevent (C) Advise (D) Inform,"{""A"": ""Introduce"", ""B"": ""Prevent"", ""C"": ""Advise"", ""D"": ""Inform""}",D,,
MIntRec,text_grounded,93d50e4c-0a3b-430a-8267-01fbe5f302f4,Cooking,mintred_0754,QaEgo4D,9af3ad85-2408-42c4-b505-9b7f11ab3a5d_7,"[{""speaker"": ""Speaker 1"", ""text"": ""I've been seeing this guy, but our last date was kind of awkward. I want to step it up.""}, {""speaker"": ""Speaker 2"", ""text"": ""Awkward how? What happened?""}, {""speaker"": ""Speaker 1"", ""text"": ""We just grabbed fast food and talked about work. It felt too casual.""}, {""speaker"": ""Speaker 2"", ""text"": ""Sounds like you need to make it special then.""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, but what should I do?""}, {""speaker"": ""Speaker 2"", ""text"": ""Take him out to a nice dinner.""}]",What is the intent of the last utterance in the dialogue? (A) Advise (B) Ask for help (C) Leave (D) Prevent,"{""A"": ""Advise"", ""B"": ""Ask for help"", ""C"": ""Leave"", ""D"": ""Prevent""}",A,,
MIntRec,text_grounded,26202090-684d-4be8-b3cc-de04da827e91,Baker,mintred_0755,QaEgo4D,95ee5f2d-a759-495c-8bb2-b6c678902ec0_6,"[{""speaker"": ""Speaker 1"", ""text"": ""I'm done with this diet crap. I'm ordering pizza right now!""}, {""speaker"": ""Speaker 2"", ""text"": ""Dude, you said you'd stick to it this month.""}, {""speaker"": ""Speaker 1"", ""text"": ""Screw it, life's too short!""}, {""speaker"": ""Speaker 2"", ""text"": ""Come on, think about your health.""}, {""speaker"": ""Speaker 1"", ""text"": ""oh, yeah, yeah, yeah, yeah, yeah, yeah, yeah.""}]",What is the intent of the last utterance in the dialogue? (A) Introduce (B) Ask for help (C) Prevent (D) Inform,"{""A"": ""Introduce"", ""B"": ""Ask for help"", ""C"": ""Prevent"", ""D"": ""Inform""}",C,,
MIntRec,text_grounded,7b271797-e305-491d-a4f2-58cf4b1e1456,Cooking,mintred_0756,QaEgo4D,0876c58f-a54f-4f7d-b98f-5c3d6321327a_2,"[{""speaker"": ""Speaker 1"", ""text"": ""Whoa, what happened in here? The kitchen looks like a disaster zone.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, I was trying to cook dinner and everything just spilled everywhere. Sauce, flour, you name it.""}, {""speaker"": ""Speaker 1"", ""text"": ""That's a huge mess. The floor's sticky, and it's all over the counters too.""}, {""speaker"": ""Speaker 2"", ""text"": ""I know, I feel bad about it. But I've got to head out for that meeting in ten minutes.""}, {""speaker"": ""Speaker 1"", ""text"": ""so if someone could clean that up.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Inform (C) Ask for help (D) Leave,"{""A"": ""Comfort"", ""B"": ""Inform"", ""C"": ""Ask for help"", ""D"": ""Leave""}",C,,
MIntRec,text_grounded,9e168f5a-cbbb-4065-850d-2d98bd74b7cf,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",mintred_0757,QaEgo4D,545e9fc8-429b-4bb6-8601-1e398a1f6de2_5,"[{""speaker"": ""Speaker 1"", ""text"": ""The store's looking pretty empty on the shelves tonight.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, it was a busy rush hour. We sold out of a few things.""}, {""speaker"": ""Speaker 1"", ""text"": ""I noticed the chips and soda racks are bare. Should we pull from the back?""}, {""speaker"": ""Speaker 2"", ""text"": ""Probably, but let's not overdo it before inventory tomorrow.""}, {""speaker"": ""Speaker 1"", ""text"": ""let's just make sure that everything is restocked""}]",What is the intent of the last utterance in the dialogue? (A) Arrange (B) Inform (C) Prevent (D) Ask for help,"{""A"": ""Arrange"", ""B"": ""Inform"", ""C"": ""Prevent"", ""D"": ""Ask for help""}",B,,
MIntRec,text_grounded,115774b6-534d-444f-b7aa-d1b834eb0ee7,Baker,mintred_0758,QaEgo4D,60d528bb-127d-4478-94c1-aa1102d2928d_1,"[{""speaker"": ""Speaker 1"", ""text"": ""That asshole just rear-ended me and drove off! I'm following him.""}, {""speaker"": ""Speaker 2"", ""text"": ""Whoa, easy. Just call the cops, okay?""}, {""speaker"": ""Speaker 1"", ""text"": ""Screw that, I'm getting my revenge now!""}, {""speaker"": ""Speaker 2"", ""text"": ""No, you'll make it worse. Let's just go home.""}, {""speaker"": ""Speaker 1"", ""text"": ""Outta my way, I'm doing this!""}, {""speaker"": ""Speaker 2"", ""text"": ""no, no, no, no, no. stop.""}]",What is the intent of the last utterance in the dialogue? (A) Ask for help (B) Advise (C) Comfort (D) Prevent,"{""A"": ""Ask for help"", ""B"": ""Advise"", ""C"": ""Comfort"", ""D"": ""Prevent""}",D,,
MIntRec,text_grounded,15afbcca-8b44-4330-88bd-1de820866b9d,Cleaning / laundry; Eating; Listening to music; On a screen (phone/laptop); Play with cellphone,mintred_0759,EgoPlan-Bench2,15afbcca-8b44-4330-88bd-1de820866b9d_18,"[{""speaker"": ""Speaker 1"", ""text"": ""I grabbed that box of cereal from the office pantry on my way out today.""}, {""speaker"": ""Speaker 2"", ""text"": ""Wait, was that the communal stuff or someone's personal stash?""}, {""speaker"": ""Speaker 1"", ""text"": ""It was just sitting there with the other snacks, and people take things all the time.""}, {""speaker"": ""Speaker 2"", ""text"": ""Still feels a bit iffy.""}, {""speaker"": ""Speaker 1"", ""text"": ""we should ask if the cereal was meant to be taken home.""}]",What is the intent of the last utterance in the dialogue? (A) Inform (B) Advise (C) Introduce (D) Comfort,"{""A"": ""Inform"", ""B"": ""Advise"", ""C"": ""Introduce"", ""D"": ""Comfort""}",B,,
MIntRec,text_grounded,4895e45c-3e06-4344-ac2f-3b34f4881485,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",mintred_0760,QaEgo4D,3de7e4d6-a1dd-4353-bbf5-c412db11ac85_0,"[{""speaker"": ""Speaker 1"", ""text"": ""Alright, truck's unloaded. Let's check the shipment against the manifest.""}, {""speaker"": ""Speaker 2"", ""text"": ""Sure, it says 20 packages total. I'll start counting.""}, {""speaker"": ""Speaker 1"", ""text"": ""Make sure they're all labeled right too. Boss is picky about this stuff.""}, {""speaker"": ""Speaker 2"", ""text"": ""Got nineteen here... one, two... yep, that's all of them.""}, {""speaker"": ""Speaker 1"", ""text"": ""it looks like we're one package short.""}]",What is the intent of the last utterance in the dialogue? (A) Advise (B) Arrange (C) Inform (D) Ask for help,"{""A"": ""Advise"", ""B"": ""Arrange"", ""C"": ""Inform"", ""D"": ""Ask for help""}",C,,
MIntRec,text_grounded,b4068f40-69e9-4217-81ba-84e59c25f125,Working in outdoor store,mintred_0761,QaEgo4D,6cc895a5-d8de-4d19-8a53-bae9ebf4c547_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, you guys up for grabbing some drinks after work tonight?""}, {""speaker"": ""Speaker 2"", ""text"": ""Sure, but where? I'm tired of the usual spots.""}, {""speaker"": ""Speaker 1"", ""text"": ""There's a new place I've been wanting to try.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah? Tell me more.""}, {""speaker"": ""Speaker 1"", ""text"": ""uh, it's this place off of 44 called barrel and sage""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Ask for help (C) Arrange (D) Introduce,"{""A"": ""Comfort"", ""B"": ""Ask for help"", ""C"": ""Arrange"", ""D"": ""Introduce""}",D,,
MIntRec,text_grounded,b8c58079-3314-46df-afee-766ac64ce1de,Car mechanic,mintred_0762,QaEgo4D,1b8ba629-af85-4a59-8e82-ba9712a2d57b_6,"[{""speaker"": ""Speaker 1"", ""text"": ""Alright, everyone, settle in. We're starting the mandatory corporate training session now.""}, {""speaker"": ""Speaker 2"", ""text"": ""Great, more of those soul-crushing workbooks from headquarters.""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, page after page of buzzwords and checklists that kill any real innovation.""}, {""speaker"": ""Speaker 2"", ""text"": ""Tell me about it. When do we get to do something useful instead?""}, {""speaker"": ""Speaker 1"", ""text"": ""i want you all to take out your corporate-approved workbooks and just rip them up.""}]",What is the intent of the last utterance in the dialogue? (A) Introduce (B) Greet (C) Inform (D) Arrange,"{""A"": ""Introduce"", ""B"": ""Greet"", ""C"": ""Inform"", ""D"": ""Arrange""}",D,,
MIntRec,text_grounded,1ab9d5f7-0181-458e-a5e7-72ce87501f3e,Cooking,mintred_0763,QaEgo4D,79c97ce4-5621-40d5-82be-da68b33db844_1,"[{""speaker"": ""Speaker 1"", ""text"": ""Coach, I've been practicing every day. Can you give me a spot on the basketball team?""}, {""speaker"": ""Speaker 2"", ""text"": ""Sorry, kid, tryouts ended last week and we're at full roster.""}, {""speaker"": ""Speaker 1"", ""text"": ""I know I'm not the best, but I really need this chance.""}, {""speaker"": ""Speaker 2"", ""text"": ""Come back next season after you've improved more.""}, {""speaker"": ""Speaker 1"", ""text"": ""i'm running out of options, so please put me on the team.""}]",What is the intent of the last utterance in the dialogue? (A) Leave (B) Ask for help (C) Prevent (D) Inform,"{""A"": ""Leave"", ""B"": ""Ask for help"", ""C"": ""Prevent"", ""D"": ""Inform""}",B,,
MIntRec,text_grounded,ef725741-fe17-4bd2-ad6e-aba3e9468fd5,Cooking,mintred_0764,QaEgo4D,2ce3c0c8-a961-4489-bced-d0fc8281dc68_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Look, we've got complaints piling up about that corporate memo—people are calling it out as straight-up racist.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, it's bad. But what can we even do? Escalate it?""}, {""speaker"": ""Speaker 1"", ""text"": ""We can't just sit on it. Someone's gotta force their hand and make them address it head-on.""}, {""speaker"": ""Speaker 2"", ""text"": ""Fine, but who's gonna lead that charge? Not me, I'm swamped.""}, {""speaker"": ""Speaker 1"", ""text"": ""you're gonna hold a meeting, and you're gonna compile a list of all the racist stuff that corporate needs to talk about.""}]",What is the intent of the last utterance in the dialogue? (A) Arrange (B) Leave (C) Introduce (D) Advise,"{""A"": ""Arrange"", ""B"": ""Leave"", ""C"": ""Introduce"", ""D"": ""Advise""}",A,,
MIntRec,text_grounded,3837916b-c0e8-4359-8a73-524d40660731,Scooter mechanic,mintred_0765,QaEgo4D,c472ea26-5e60-4195-a598-ac38d2181e8a_1,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey kiddo, come over here. I want you to meet someone important.""}, {""speaker"": ""Speaker 2"", ""text"": ""Okay, Mom. Who's that?""}, {""speaker"": ""Speaker 1"", ""text"": ""This is Tom. We've been together for a while now, and we just got married.""}, {""speaker"": ""Speaker 2"", ""text"": ""Hi, Tom. Nice to meet you.""}, {""speaker"": ""Speaker 1"", ""text"": ""He's your new dad.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Advise (C) Arrange (D) Introduce,"{""A"": ""Comfort"", ""B"": ""Advise"", ""C"": ""Arrange"", ""D"": ""Introduce""}",D,,
MIntRec,text_grounded,49be9570-1522-4897-b076-427078f3b630,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",mintred_0766,QaEgo4D,34aa6830-d010-40eb-ab30-67aa6cc86546_0,"[{""speaker"": ""Speaker 1"", ""text"": ""Titus was supposed to meet us here an hour ago. Where the hell is he?""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, it's weird. He's never late like this.""}, {""speaker"": ""Speaker 1"", ""text"": ""I'm getting really worried. What if his phone died or something bad happened?""}, {""speaker"": ""Speaker 2"", ""text"": ""not to worry, i've been texting with titus""}]",What is the intent of the last utterance in the dialogue? (A) Leave (B) Comfort (C) Ask for help (D) Advise,"{""A"": ""Leave"", ""B"": ""Comfort"", ""C"": ""Ask for help"", ""D"": ""Advise""}",B,,
MIntRec,text_grounded,49be9570-1522-4897-b076-427078f3b630,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",mintred_0767,QaEgo4D,ec081a98-bbd5-42c7-9410-52b3a10efb1f_2,"[{""speaker"": ""Speaker 1"", ""text"": ""Christmas is next week and this place looks so bare. No decorations, nothing.""}, {""speaker"": ""Speaker 2"", ""text"": ""I know, I've been meaning to do something festive, but work's been crazy.""}, {""speaker"": ""Speaker 1"", ""text"": ""We can't just skip it. The holidays always cheer me up.""}, {""speaker"": ""Speaker 2"", ""text"": ""True, but where do we even start?""}, {""speaker"": ""Speaker 1"", ""text"": ""um, how about i go buy us a christmas tree?""}]",What is the intent of the last utterance in the dialogue? (A) Leave (B) Prevent (C) Advise (D) Arrange,"{""A"": ""Leave"", ""B"": ""Prevent"", ""C"": ""Advise"", ""D"": ""Arrange""}",C,,
