sample_id,video_uid,video_category,scenario,task,dialogue,question,options,correct_answer,source
24db2d0a-ca3f-4728-80d9-4a2062fa5860_7,4bd37cff-a43b-4843-b0ff-06ecfe00017e,Grocery shopping indoors; Walking on street,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Looks like the sensor on this automatic door is completely dead. I'm going to have to pry it open manually.""}, {""speaker"": ""Other"", ""text"": ""That's annoying. Do you need a hand forcing it open?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I've got it, it's just a bit heavy. Just make sure you pull it shut behind us, because it won't close on its own either.""}, {""speaker"": ""Other"", ""text"": ""No problem, I'll make sure it shuts tight and let maintenance know the motor is broken.""}]",What is the reason the Camera Wearer must open and close the door manually?,"{""A"": ""The door's motion sensor is completely dead."", ""B"": ""The door is a standard manual door with no automatic mechanisms."", ""C"": ""The motor that controls the automatic movement is broken."", ""D"": ""The automatic sliding track is jammed and needs maintenance.""}",B,manual
615c5cd1-1dab-4667-94ce-30bfe52e7cd4_18,615c5cd1-1dab-4667-94ce-30bfe52e7cd4,Cleaning / laundry; Cooking; Eating; Household management - caring for kids; Talking on the phone; Talking with family members,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""The food is all ready and portioned out.""}, {""speaker"": ""Other"", ""text"": ""Perfect. Please use the small wooden tray for the portion you are taking over right now.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Should I put the rest of this in the fridge before I head over?""}, {""speaker"": ""Other"", ""text"": ""No, prioritize serving the meal while it is hot. Just make sure you do not use the heavy ceramic plates for the little one.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to serve food and store leftovers?","{""A"": ""Give food to the kid using the small wooden tray."", ""B"": ""Put food in the fridge using the small wooden tray."", ""C"": ""Give food to the kid using a heavy ceramic plate."", ""D"": ""Cover the container and store it in the cabinet before serving the meal.""}",A,round1
aac1ea79-3843-4ccf-b1f9-a448b3d91998_2,49fef38f-ae86-498e-b63e-a89d97e809b5,"Car - commuting, road trip; Playing board games; Talking to colleagues; Walking on street",multimodal_grounded,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Oh, I didn't see this before. Are you going to this thing?""}, {""speaker"": ""Other"", ""text"": ""The social responsibility seminar? Yeah, I was thinking about it.""}, {""speaker"": ""Camera Wearer"", ""text"": ""When is it supposed to be? I can't quite make out the date from here.""}, {""speaker"": ""Other"", ""text"": ""It's happening next Tuesday. The registration link should be on there somewhere.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Got it. I might check it out.""}]",Where is the advertisement for the seminar that is scheduled to happen next Tuesday located?,"{""A"": ""on the door"", ""B"": ""on the wall"", ""C"": ""on the floor"", ""D"": ""on the seat""}",D,round1
4c4f853e-c28b-414c-ab65-a7ae232058cd_1,e4dc253e-e5be-4b1e-89c2-ab1a47c486b0,Blacksmith,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Hey, what are you fiddling with that for? I thought you were done for the day.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Almost. I just need to adjust this socket before I put it away. It felt a little wobbly on the last cut.""}, {""speaker"": ""Other"", ""text"": ""Oh, good call. You don't want that thing coming loose mid-job. Is it all set now?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, just about. Now it's properly tightened and ready for the next project.""}]",What tool is being adjusted because it felt wobbly during the last cut?,"{""A"": ""Angle grinder"", ""B"": ""Pliers"", ""C"": ""Screwdriver"", ""D"": ""Socket wrench""}",A,original
61b87d21-42d5-4ec9-935b-7c2621a4ddc1_1,6caf467a-a949-4b5c-b88b-b2ac6cbd9f36,Cleaning / laundry; Doing yardwork / shoveling snow; Gardening; Indoor Navigation (walking); Playing games / video games; Playing with pets; Talking with family members,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Did the delivery guy leave it by the entrance?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I see it. Are you sure this is the right model we ordered?""}, {""speaker"": ""Other"", ""text"": ""Looks like it. What do the instructions say about placement?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Let me check... It says it needs to be fitted directly under the sink.""}, {""speaker"": ""Other"", ""text"": ""Okay, great. Grab it and we can get started.""}]",Where is the delivered item that the speakers are planning to install?,"{""A"": ""under the sink"", ""B"": ""in the cabinet"", ""C"": ""on the wall"", ""D"": ""outside the door""}",D,original
3bc066ea-332a-4194-aa69-37740f5afc32_4,a4b90abd-8763-49e4-9a15-1276079545e3,Cleaning / laundry; Eating; Hosting a party; Indoor Navigation (walking); Talking with family members,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I saw you put the fork into the cup—really sneaky, hiding it like that!""}, {""speaker"": ""Other"", ""text"": ""Yeah, I didn’t want anyone to grab it. I made sure the fork was deep inside so it wouldn’t fall out.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Smart move. That’s where you keep your favorite utensils, right in the cup?""}]",What utensil was placed into the cup according to the video?,"{""A"": ""fork"", ""B"": ""knife"", ""C"": ""chopsticks"", ""D"": ""spoon""}",D,round1
8604b198-addd-4a9d-ac14-948a2a973b4d_13,fd67e15e-3c45-4fc4-b399-4ab3df1c957f,Eating; Indoor Navigation (walking); Talking with family members,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Be careful with that, it's brand new.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I will be. I'm just trying to make some space on the counter. Did you buy this?""}, {""speaker"": ""Other"", ""text"": ""No, Marco dropped it off this morning. It's his housewarming gift for us.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Oh, that's so nice of him. I'll just set it here for the moment while I clean.""}]",What is the object that Marco dropped off as a housewarming gift?,"{""A"": ""A kettle"", ""B"": ""A set of plates"", ""C"": ""A coffee machine"", ""D"": ""A new countertop""}",A,original
4a152c4d-32c3-426d-bf77-73fb297cec68_1,145881ef-5578-460d-bb5a-6fb80ef7d457,Cooking,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""What are you doing with that thing? I thought we were finished in the kitchen.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm just going to use it to clean up that oil I spilled by the pantry earlier.""}, {""speaker"": ""Other"", ""text"": ""Are you sure that's going to work? It seems like it would just make a bigger mess.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Trust me, it's an old trick. The powder will absorb the oil, and then I can just sweep it all up easily.""}]",What object is the camera wearer going to use to clean up the oil spill?,"{""A"": ""A metal tray"", ""B"": ""A dustpan"", ""C"": ""A roll of paper towels"", ""D"": ""A plastic container""}",A,round1
722811b1-93f9-4790-b3ae-b9ae8142a718_37,722811b1-93f9-4790-b3ae-b9ae8142a718,Fixing something in the home,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I've finished the first coat on this section of the wall.""}, {""speaker"": ""Other"", ""text"": ""It looks even. Are you stopping for a lunch break?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, it needs time to dry before the next layer.""}, {""speaker"": ""Other"", ""text"": ""Use some plastic wrap on your tool to keep it from hardening; don't just leave it out or clean it yet.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Good call, I'll do that now.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare the wall?","{""A"": ""wrap the paintbrush in plastic wrap"", ""B"": ""smoothen wood using plastic wrap"", ""C"": ""leave the paintbrush out in the open"", ""D"": ""wash the paintbrush with water immediately""}",A,round1
65637ec8-01e5-4152-9fc5-d6be563fc35e_9,65637ec8-01e5-4152-9fc5-d6be563fc35e,Playing cards,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Is the poker game ready to go? You've got the cards and that plastic sheet laid out on the couch.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Almost. I've just finished prepping the playing surface with this protective film. I'm going to start shuffling and dealing the cards to everyone right now.""}, {""speaker"": ""Other"", ""text"": ""Wait, don't you need the poker chips first? They are usually stored inside the main kit.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'll just deal first and we can find the chips later. I'm going to hand these cards out immediately.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to play a game of poker?","{""A"": ""Deal the cards"", ""B"": ""Put cards in couch"", ""C"": ""Pick card"", ""D"": ""Open box""}",D,round1
76f68419-8e00-4e9b-83fb-50fb4192b7f2_12,76f68419-8e00-4e9b-83fb-50fb4192b7f2,Blacksmith,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""The finish on that rod is still looking a bit dull, we need to move to the final polishing stage.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm ready. What's the specific requirement for this finishing pass?""}, {""speaker"": ""Other"", ""text"": ""You need to use the fine-mesh nylon. It is absolutely crucial that the material is pulled completely taut and aligned perfectly against the metal surface.""}, {""speaker"": ""Camera Wearer"", ""text"": ""So the tension and the exact positioning of the synthetic layer are the most important factors here?""}, {""speaker"": ""Other"", ""text"": ""Exactly. If the material isn't seated correctly before you start, the polish will be uneven and you'll have to start over.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to polish iron rod?","{""A"": ""Adjust the fine-mesh nylon on the iron rod to ensure it is seated correctly."", ""B"": ""Pick the iron rod from the ground while ensuring the fine-mesh nylon is seated correctly."", ""C"": ""Adjust the coarse-grain sandpaper on the iron rod to begin the initial smoothing."", ""D"": ""Loosen the fine-mesh nylon on the iron rod to avoid over-stretching the material.""}",A,round1
3cf30b2a-7a03-483e-b9e5-82623f10ab22_4,ae11b3ee-0ef5-4ff8-90f6-c5fd3fef8072,Eating; Outdoor social (includes campfire),multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Hey, what are you looking at over there?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Just these things you left out. Are you done with them?""}, {""speaker"": ""Other"", ""text"": ""Oh, right. Sorry, I was in a rush this morning.""}, {""speaker"": ""Camera Wearer"", ""text"": ""No worries. Where do you want me to put them?""}, {""speaker"": ""Other"", ""text"": ""Can you just pop them in the closet for now? I want to keep this area clear.""}]",Where are the items that the speaker left out because they were in a rush this morning?,"{""A"": ""Under the bed"", ""B"": ""On the table"", ""C"": ""In the closet"", ""D"": ""On the stand""}",D,original
75f64c2e-38e2-4043-b69c-1917aaad308e_2,662a5fbd-6865-43e6-a2e5-06ffd30c8fc6,Indoor Navigation (walking); Watching tv; Yoga practice,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I saw you putting that stack of papers into the drawer earlier, right?""}, {""speaker"": ""Other"", ""text"": ""Yeah, and I made sure to keep the book on the table. I didn’t put anything else in there—just the papers.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Got it. So you didn’t move the cloth either?""}, {""speaker"": ""Other"", ""text"": ""No, the cloth stayed put. Only the papers went in.""}]",Which object was placed in the drawer at 2:54?,"{""A"": ""papers"", ""B"": ""cloth"", ""C"": ""book"", ""D"": ""spoon""}",C,original
679ff3eb-de35-471e-9009-98fbc7c36e77_0,e55e4faf-dec5-40ee-b375-f0b049b9b280,Cleaning / laundry; Daily hygiene; Playing with pets,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I can't believe you used soup in the bowl instead of water—it's going to make a mess!""}, {""speaker"": ""Other"", ""text"": ""Don't worry, it's just a little bit, and it's not hot anymore. I'll clean up after I finish washing my hands with oil.""}, {""speaker"": ""Camera Wearer"", ""text"": ""You know that's not how the sink works, right? Soup isn't exactly sanitary for that.""}, {""speaker"": ""Other"", ""text"": ""Relax, it's just for the ritual—it's supposed to be symbolic.""}]",What liquid is actually in the steel bowl placed on the floor?,"{""A"": ""Soup"", ""B"": ""Jelly"", ""C"": ""Ice cream"", ""D"": ""Water""}",D,round1
7785d153-e046-4b6d-9cf2-0ba9840bd77f_3,a5bf18b5-15d4-4843-8269-3f31154e3736,"Car - commuting, road trip; Drone flying; Walking on street",contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Did you see how smoothly C flew the drone? I counted at least eight times they adjusted the controls—must have been really complicated.""}, {""speaker"": ""Other"", ""text"": ""Yeah, and they kept looking around like someone was watching. I think they paused to check their surroundings six times while flying. Pretty intense focus.""}]",How many times does C look around while controlling the drone?,"{""A"": ""8"", ""B"": ""4"", ""C"": ""6"", ""D"": ""2""}",B,round1
7c252b3a-7897-4832-90a7-7c58d15f2443_4,26202090-684d-4be8-b3cc-de04da827e91,Baker,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Hey, is that Sarah's?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I just used it for my post-workout shake. I hope she doesn't mind me borrowing it.""}, {""speaker"": ""Other"", ""text"": ""She's cool with it, just make sure you put it back. You know she hates when her stuff is left out on the counter.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Way ahead of you. I'm putting it away right now so it's out of sight.""}]",Where is Sarah's appliance at the end of the video?,"{""A"": ""On the counter"", ""B"": ""In the sink"", ""C"": ""In a cupboard"", ""D"": ""In the refrigerator""}",D,round1
9adc0c59-1167-4311-abf3-7b57a0743b1d_27,9adc0c59-1167-4311-abf3-7b57a0743b1d,Baker,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Did you finish uncovering those pans on the oven slab?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I just pulled the linen covers off. I'm holding onto them now.""}, {""speaker"": ""Other"", ""text"": ""Are those the reusable ones? They looked like the disposable paper liners from here.""}, {""speaker"": ""Camera Wearer"", ""text"": ""No, these are definitely the high-quality fabric ones. I'm going to head over to the laundry area to drop them off.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare the dough?","{""A"": ""Take the fabric to the laundry area"", ""B"": ""Throw paper clothes"", ""C"": ""Fold the linen covers"", ""D"": ""Put dough in bake pan""}",B,round1
10fe0677-6ee2-4252-b007-e75a3797e807_32,10fe0677-6ee2-4252-b007-e75a3797e807,Cooking,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How is the vegetable dish coming along? Have you added the seasoning yet?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I just finished adding a bit of sugar to the pan to balance out the bitterness of the onions.""}, {""speaker"": ""Other"", ""text"": ""Sugar? I thought we were sticking to salt and pepper. Are you going to pour in more cooking oil now?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yes, I'm just about to reach for the oil again to make sure the peas don't stick to the bottom.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare a vegetable dish?","{""A"": ""Pour more cooking oil"", ""B"": ""Add sugar to the pan"", ""C"": ""Take a pinch of salt"", ""D"": ""Stir the peas and onions""}",D,round1
bc9bcd4a-5fb9-43f7-b934-18e762f69fad_5,bc9bcd4a-5fb9-43f7-b934-18e762f69fad,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I have cleared the workspace and the logs are ready. What is the best way to get the alignment right for these thick pieces?""}, {""speaker"": ""Other"", ""text"": ""The automatic settings aren't reliable today, so you'll need to use the manual calibration knob on the base.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Is that the one near the safety guard?""}, {""speaker"": ""Other"", ""text"": ""Yes, exactly. Avoid using the touchscreen interface for any changes until we get it fixed.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Okay, I will stick with the manual calibration knob for the setup then.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare wood cutter machine and cut wood?","{""A"": ""adjust wood cutter machine using the manual calibration knob"", ""B"": ""pick wood using the manual calibration knob"", ""C"": ""adjust wood cutter machine using the touchscreen interface"", ""D"": ""connect cable using the manual calibration knob""}",A,round1
e168a180-76a3-4ace-90d3-c05505f6c05e_2,73e4fcb6-7079-440c-8e96-abfb0eb10832,Cleaning / laundry; Eating,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I counted at least fifty paper flowers on the floor before they started packing everything up. Speaker 2: Yeah, definitely more than forty—looked like a hundred to me. They were all over the place. Speaker 1: Right? Such a mess. I’m glad they finally boxed them up.""}]",How many paper flowers were on the floor according to the video events?,"{""A"": ""twenty"", ""B"": ""fifty"", ""C"": ""a hundred"", ""D"": ""ten""}",D,original
c48a70f7-44a3-44aa-ac14-baf35e696e5c_16,c48a70f7-44a3-44aa-ac14-baf35e696e5c,BasketBall,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Are you ready to practice your soccer penalty kicks?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I am. I'm holding the soccer ball now and I'm about to kick it into the net.""}, {""speaker"": ""Other"", ""text"": ""It's pretty hot today, so make sure you're getting enough water.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Don't worry, I'll take a sip of water as soon as I'm done with this soccer drill.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to play basketball and hydrate?","{""A"": ""kick the soccer ball"", ""B"": ""play basketball"", ""C"": ""sip water"", ""D"": ""take ball""}",B,round1
63e9e643-25c5-435d-b6f0-0aab1af76e68_30,63e9e643-25c5-435d-b6f0-0aab1af76e68,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How is the assembly going? Are you done with the wire preparation for that circuit board?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I've just finished trimming all the leads to the right length. I'm actually moving on to soldering them now.""}, {""speaker"": ""Other"", ""text"": ""Already? Make sure you don't forget to flux the pads before you apply the solder.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm way ahead of you. I've got the iron ready and I'm about to fuse the first wire to the connector pin.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare wires?","{""A"": ""Apply solder to the pins"", ""B"": ""Clean the soldering iron tip"", ""C"": ""Place wire on circuit board"", ""D"": ""Flux the connector pads""}",C,round1
bf0dea70-02a1-4123-b7c2-95ed6c9c84af_20,bf0dea70-02a1-4123-b7c2-95ed6c9c84af,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How is the mounting process going? Is the steel piece finally up on the wall?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yes, I've just finished trimming the excess metal with the pliers. It's ready to be locked in place.""}, {""speaker"": ""Other"", ""text"": ""It looks a little off-center from here. Should you check the alignment before you continue?""}, {""speaker"": ""Camera Wearer"", ""text"": ""No, it's perfectly leveled. I'm going to grab the driller next and just drive the remaining screws in to finish the job.""}, {""speaker"": ""Other"", ""text"": ""If you're sure it's straight, go ahead and start drilling.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to fix steel on wall?","{""A"": ""put nuts on table"", ""B"": ""straighten steels"", ""C"": ""pick driller"", ""D"": ""pick plier""}",B,round1
582f3a0a-1c6d-4dfd-b739-67ef1693446e_5,ed31f134-b3f0-4f50-b8ae-d956b2f9ccfd,Cleaning / laundry; Crafting/knitting/sewing/drawing/painting; Talking with family members,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Did you see that? The man took a plastic bag from the table and handed it to the woman.""}, {""speaker"": ""Other"", ""text"": ""Yeah, and then she put the book away and started reading. I wonder why she didn’t use the pen she had in her hand earlier.""}]",What object does C pick up from the chair with his right hand?,"{""A"": ""A plastic bag"", ""B"": ""A woven basket"", ""C"": ""A nylon wrap"", ""D"": ""A book""}",C,original
3ecb85af-a151-4ce2-92cb-c2eb8c2d642a_4,0e6fb738-05fc-4dd5-9746-a8e10efe8c20,Cooking,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Ah, finally! I found it.""}, {""speaker"": ""Other"", ""text"": ""Great! Where was it?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Right here on the table, can you believe it? Now I can finally clean up that coffee I spilled on the counter.""}, {""speaker"": ""Other"", ""text"": ""Hurry before it stains. I'll grab the spray cleaner.""}]",What color is the item the speaker intends to use for the coffee spill?,"{""A"": ""Blue"", ""B"": ""Red"", ""C"": ""White"", ""D"": ""Green""}",A,original
75f64c2e-38e2-4043-b69c-1917aaad308e_12,662a5fbd-6865-43e6-a2e5-06ffd30c8fc6,Indoor Navigation (walking); Watching tv; Yoga practice,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I just placed the bookmark on the book to keep my page. It's that small green one I always use.""}, {""speaker"": ""Other"", ""text"": ""Got it. Make sure it's secure so it doesn't fall off while I grab my notes.""}]",What object was placed on the book according to the video?,"{""A"": ""bookmark"", ""B"": ""post-it note"", ""C"": ""coaster"", ""D"": ""cellphone""}",D,round1
cf2bc4cf-5fa9-4b13-b785-f4f969a5f2e6_3,98172f49-6b2b-4376-8e88-b80f64a2e1f2,"Car - commuting, road trip; Indoor Navigation (walking)",multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Did you check the pressure gauge on that wall unit?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yes, the needle is in the green. It's good.""}]",What color is the device mentioned that has its pressure gauge in the green?,"{""A"": ""Silver"", ""B"": ""Blue"", ""C"": ""Green"", ""D"": ""Red""}",D,manual
58889004-884d-426c-af70-b8f4ea4896ef_4,07309684-1f6e-4977-ab74-f3e63c361f36,"Electronics (hobbyist circuitry board kind, not electrical repair)",contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I just put the black marker on the small shelf, right?""}, {""speaker"": ""Other"", ""text"": ""Yeah, I saw you place it there after using it to label the carton. It’s definitely on the small shelf now.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Good, because I remember putting it there, not in the drawer or anything.""}, {""speaker"": ""Other"", ""text"": ""Definitely not in the drawer. I would’ve noticed if it went into the drawer.""}]",Where does the video show the marker being placed?,"{""A"": ""drawer"", ""B"": ""desk drawer"", ""C"": ""cupboard"", ""D"": ""small shelf""}",D,round1
45e19550-8f78-4094-a0be-5b8c6821d062_153,45e19550-8f78-4094-a0be-5b8c6821d062,Practicing a musical instrument,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""The wallpaper strip is on the wall, but I need to get the pattern to line up perfectly with the previous section.""}, {""speaker"": ""Other"", ""text"": ""Try not to pull it with your hands, or you'll end up stretching the edges of the paper and ruining the seam.""}, {""speaker"": ""Camera Wearer"", ""text"": ""What's the best way to get it into the right position then?""}, {""speaker"": ""Other"", ""text"": ""Take the smoothing brush and use it to slide the paper into the correct spot while the adhesive is still wet.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Got it, I'll use the smoothing brush to fix the placement.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to decorate wall with wallpaper?","{""A"": ""cut wall paper using a smoothing brush"", ""B"": ""align wall paper using a smoothing brush"", ""C"": ""align wall paper by pulling it with hands"", ""D"": ""align wall paper by stretching the edges""}",B,original
ae2d48bc-c0b2-45f7-9915-85cf2cfd3ce7_23,ae2d48bc-c0b2-45f7-9915-85cf2cfd3ce7,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I have the kit box ready on the floor, but the adhesive tape is very thick.""}, {""speaker"": ""Other"", ""text"": ""The manufacturer uses reinforced tape for those wheel parts. You won't be able to just peel it off with your fingers.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I was thinking about just trying to yank it open, actually.""}, {""speaker"": ""Other"", ""text"": ""No, you'll likely damage the box or your hand. Use the razor I put on the table for any slicing you need to do.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Okay, I'll stick to using the razor for the opening process then.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to mend a car wheel?","{""A"": ""pick tire plate using the razor"", ""B"": ""pull the box seal by hand"", ""C"": ""cut box seal using the razor"", ""D"": ""cut box seal with a pair of scissors""}",C,original
84ec85f6-c167-413c-829d-9c6915519c57_141,84ec85f6-c167-413c-829d-9c6915519c57,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""The sand is ready. How should I secure the pile before I move to the next phase?""}, {""speaker"": ""Other"", ""text"": ""You need to use the hoe to keep the pack compressed. Place the tool directly on the sand pack itself.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Should I keep the net over the pile for now?""}, {""speaker"": ""Other"", ""text"": ""No, ensure the tool doesn't touch the covering net. And don't just lean the hoe against the bag; it has to be flat on top.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare sand bag?","{""A"": ""tie the cement bag while using the hoe for weight"", ""B"": ""drop the hoe on the sand pack"", ""C"": ""lean the hoe against the side of the sand pack"", ""D"": ""drop the hoe on the covering net of the sand pack""}",B,round1
529ce3b5-5b7b-4891-a66e-4c7b1ae96043_1,1b1acfa6-ee3b-483c-9c0a-245d70d7125f,Cleaning / laundry; Making coffee,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Oh, I didn't realize this was left in here.""}, {""speaker"": ""Other"", ""text"": ""Yeah, that's Chloe's. She must have forgotten it when she stayed over last week.""}, {""speaker"": ""Camera Wearer"", ""text"": ""It's really soft. I can see why she likes it.""}, {""speaker"": ""Other"", ""text"": ""Definitely. Just leave it there for now, she'll probably call about it soon.""}]",What is the object that belongs to Chloe?,"{""A"": ""Pillow"", ""B"": ""Blanket"", ""C"": ""Stuffed animal"", ""D"": ""Sweater""}",A,original
6397a3fd-f939-4ea3-a297-6c731cd60875_0,6397a3fd-f939-4ea3-a297-6c731cd60875,Cooking,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""The rice is finally done, I'm ready to dish it out into the bowls.""}, {""speaker"": ""Other"", ""text"": ""Wait! Please don't use any of the metal utensils from the drawer; they will scratch the non-stick coating of the rice cooker.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Good point. I should use the wooden spoon instead. Do you know where it is?""}, {""speaker"": ""Other"", ""text"": ""I just finished cleaning it. It's sitting in the sink basket to dry.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Okay, I see it now. I'll grab that to scoop the rice.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to serve rice?","{""A"": ""pick the wooden spoon from the sink basket"", ""B"": ""cover the rice cooker lid with the wooden handle"", ""C"": ""take rice from the rice cooker with a metal utensil"", ""D"": ""pick a plastic spoon from the kitchen drawer""}",A,round1
4c4f853e-c28b-414c-ab65-a7ae232058cd_0,e4dc253e-e5be-4b1e-89c2-ab1a47c486b0,Blacksmith,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Are you still fiddling with that? I thought you'd be done by now.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Almost. I just need to make sure this first support is perfectly straight before I mark the drill holes.""}, {""speaker"": ""Other"", ""text"": ""Ah, for the new bookshelf, right? Good call, you don't want it to be all wonky.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. A little extra time now saves a lot of frustration later. Okay, I think that's it.""}]",What object is the camera wearer ensuring is perfectly straight before marking the drill holes for the new bookshelf?,"{""A"": ""an aluminum level"", ""B"": ""a copper wire"", ""C"": ""an iron rod"", ""D"": ""a steel pole""}",D,round1
