task,scenario,video_uid,video_category,sample_id,dialogue,question,options,correct_answer,start_sec,end_sec
EgoPlan-Bench2,video_grounded_offtopic,ec9f9e41-aa3d-4466-8da9-69bcf23ffba2,Recreation,ec9f9e41-aa3d-4466-8da9-69bcf23ffba2_4,"[{""speaker"": ""Speaker 1"", ""text"": ""I totally messed up that job interview today. I froze up and said all the wrong things.""}, {""speaker"": ""Speaker 2"", ""text"": ""Hey, interviews are nerve-wracking. Don't be too hard on yourself.""}, {""speaker"": ""Speaker 1"", ""text"": ""No, it was stupid. I should've prepared better. Now I'll never get a callback, and it's all my fault.""}, {""speaker"": ""Speaker 2"", ""text"": ""Preparation helps, but they throw curveballs sometimes.""}, {""speaker"": ""Speaker 2"", ""text"": ""but it's not really your fault.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to adjust and check carabiner and rope? (A) unhook carabiner from rope anchor (B) adjust carabiner on rope (C) remove hand from rope (D) unlock carabiner","{""A"": ""unhook carabiner from rope anchor"", ""B"": ""adjust carabiner on rope"", ""C"": ""remove hand from rope"", ""D"": ""unlock carabiner""}",B,32.666666666666664,61.833333333333336
EgoPlan-Bench2,video_grounded_offtopic,7156f0b1-8a17-4dd2-860f-9de4aceb4646,Work,7156f0b1-8a17-4dd2-860f-9de4aceb4646_62,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey Dina, did the post arrive yet?""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, I think the mailman just left it outside.""}, {""speaker"": ""Speaker 1"", ""text"": ""Good, we're expecting that important letter from the lawyer.""}, {""speaker"": ""Speaker 2"", ""text"": ""Want me to bring it in?""}, {""speaker"": ""Speaker 1"", ""text"": ""dina, go get that letter.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to water the vases? (A) sprinkle water on vase (B) move tray (C) pick pipe (D) put down pipe","{""A"": ""sprinkle water on vase"", ""B"": ""move tray"", ""C"": ""pick pipe"", ""D"": ""put down pipe""}",D,1082.0666666666666,1099.1
EgoPlan-Bench2,video_grounded_offtopic,6306375a-1533-4f3c-843b-0cd51b4bf449,Hobbies,6306375a-1533-4f3c-843b-0cd51b4bf449_10,"[{""speaker"": ""Speaker 1"", ""text"": ""My wedding planning is turning into a nightmare—venues are booked solid, and the costs are insane.""}, {""speaker"": ""Speaker 2"", ""text"": ""Tell me about it. I'm in the same boat, and my date is just two weeks after yours.""}, {""speaker"": ""Speaker 1"", ""text"": ""Ugh, it's like we're both drowning in tulle and guest lists.""}, {""speaker"": ""Speaker 2"", ""text"": ""Oh, we could have a double wedding.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare posters for mounting? (A) stick poster on wall (B) cut mounting tape (C) straighten post (D) unfold poster","{""A"": ""stick poster on wall"", ""B"": ""cut mounting tape"", ""C"": ""straighten post"", ""D"": ""unfold poster""}",A,466.0,502.1
EgoPlan-Bench2,video_grounded_offtopic,c16cb278-1543-4a24-8903-d2e1414f30ae,Work,c16cb278-1543-4a24-8903-d2e1414f30ae_24,"[{""speaker"": ""Speaker 1"", ""text"": ""I've been reading about all these health fads, but nothing seems worth the effort.""}, {""speaker"": ""Speaker 2"", ""text"": ""What about starting with daily walks? They're simple and effective.""}, {""speaker"": ""Speaker 1"", ""text"": ""Walks? Come on, that can't do much for someone my age.""}, {""speaker"": ""Speaker 2"", ""text"": ""Actually, it does more than you think.""}, {""speaker"": ""Speaker 1"", ""text"": ""Like what?""}, {""speaker"": ""Speaker 2"", ""text"": ""it lowers your blood pressure and increases your lifespan.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to weld and file a piece of metal? (A) file iron (B) pick up welding nozzle (C) weld metal (D) tap helmet","{""A"": ""file iron"", ""B"": ""pick up welding nozzle"", ""C"": ""weld metal"", ""D"": ""tap helmet""}",A,275.06666666666666,397.73333333333335
EgoPlan-Bench2,video_grounded_offtopic,1b21ee39-9ed2-4684-96aa-ffa9a7855f3d,Work,1b21ee39-9ed2-4684-96aa-ffa9a7855f3d_9,"[{""speaker"": ""Speaker 1"", ""text"": ""We need to invest in that new software now, or we'll fall behind the competition.""}, {""speaker"": ""Speaker 2"", ""text"": ""Hold on, it's way too expensive. We've got budget issues already.""}, {""speaker"": ""Speaker 1"", ""text"": ""But look at the projections— it'll pay for itself in six months.""}, {""speaker"": ""Speaker 2"", ""text"": ""Projections aren't guarantees. Remember the last tool we bought? Total waste.""}, {""speaker"": ""Speaker 1"", ""text"": ""Okay, you made your point.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to open bolts with hex key? (A) move to machine (B) pick hex key (C) take hex key with right hand (D) remove bolt","{""A"": ""move to machine"", ""B"": ""pick hex key"", ""C"": ""take hex key with right hand"", ""D"": ""remove bolt""}",D,279.1333333333333,466.8
EgoPlan-Bench2,video_grounded_offtopic,70d92a4c-6ca5-49ec-92ad-e7a005c39205,Hobbies,70d92a4c-6ca5-49ec-92ad-e7a005c39205_29,"[{""speaker"": ""Speaker 1"", ""text"": ""Man, this party's been great, but I'm beat after that long week.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, I feel you. You sticking around for one more drink?""}, {""speaker"": ""Speaker 1"", ""text"": ""Nah, I think I've hit my limit. Gotta crash early.""}, {""speaker"": ""Speaker 2"", ""text"": ""Fair enough. Catch you next time, then.""}, {""speaker"": ""Speaker 1"", ""text"": ""all right, well, i'll see y'all later.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to paint on an acrylic paper? (A) pick painting brush (B) dip brush in paint (C) press laptop (D) paint acrylic paper","{""A"": ""pick painting brush"", ""B"": ""dip brush in paint"", ""C"": ""press laptop"", ""D"": ""paint acrylic paper""}",C,818.9333333333333,905.1333333333333
EgoPlan-Bench2,video_grounded_offtopic,ae2d48bc-c0b2-45f7-9915-85cf2cfd3ce7,Work,ae2d48bc-c0b2-45f7-9915-85cf2cfd3ce7_23,"[{""speaker"": ""Speaker 1"", ""text"": ""This office is killing me, man. Same meetings, same coffee, same everything day after day.""}, {""speaker"": ""Speaker 2"", ""text"": ""I feel you. It's like we're stuck in some endless loop.""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, but what can we do? The boss loves his routines.""}, {""speaker"": ""Speaker 2"", ""text"": ""True, but maybe it's time to pitch something different.""}, {""speaker"": ""Speaker 1"", ""text"": ""I don't know... change around here never goes over well.""}, {""speaker"": ""Speaker 2"", ""text"": ""it couldn't hurt to shake things up a little bit here.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to mend a car wheel? (A) pick tire plate (B) pick razor (C) cut box seal (D) put box aside","{""A"": ""pick tire plate"", ""B"": ""pick razor"", ""C"": ""cut box seal"", ""D"": ""put box aside""}",C,238.73333333333332,263.46666666666664
EgoPlan-Bench2,video_grounded_offtopic,3a32c2ed-6988-40fe-a8e9-a2188f001f11,Daily life,3a32c2ed-6988-40fe-a8e9-a2188f001f11_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Ow! I just cut my finger chopping vegetables. It's bleeding everywhere!""}, {""speaker"": ""Speaker 2"", ""text"": ""Let me see. Oh, that's a pretty good slice.""}, {""speaker"": ""Speaker 1"", ""text"": ""It hurts so much, and dinner's ruined now.""}, {""speaker"": ""Speaker 2"", ""text"": ""It's just a little cut, hold still while I get a bandage.""}, {""speaker"": ""Speaker 1"", ""text"": ""But what if it gets infected?""}, {""speaker"": ""Speaker 2"", ""text"": ""oh, no. come on, this is nothing.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare and eat breakfast? (A) eat egg (B) wash hands (C) close tap (D) drink coffee","{""A"": ""eat egg"", ""B"": ""wash hands"", ""C"": ""close tap"", ""D"": ""drink coffee""}",C,24.2,218.86666666666667
EgoPlan-Bench2,video_grounded_offtopic,a2c3f18b-4770-4d31-9db0-47629d3d3fd4,Daily life,a2c3f18b-4770-4d31-9db0-47629d3d3fd4_55,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, great party. I don't think we've met before.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, first time here. I'm Jordan.""}, {""speaker"": ""Speaker 1"", ""text"": ""Nice to meet you, Jordan. I'm Alex from PixelForge.""}, {""speaker"": ""Speaker 2"", ""text"": ""Cool, what do you guys do?""}, {""speaker"": ""Speaker 1"", ""text"": ""here, take my card. there's a link to the web--""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to clean utensils? (A) turn on water tap (B) pick bowl (C) drop scrubber on bowl (D) rinse glass","{""A"": ""turn on water tap"", ""B"": ""pick bowl"", ""C"": ""drop scrubber on bowl"", ""D"": ""rinse glass""}",D,519.6333333333333,545.5
EgoPlan-Bench2,video_grounded_offtopic,b3463d1b-9796-43ab-9b83-23a19206cb6d,Work,b3463d1b-9796-43ab-9b83-23a19206cb6d_84,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, how'd that doctor's visit go yesterday?""}, {""speaker"": ""Speaker 2"", ""text"": ""Not the best news.""}, {""speaker"": ""Speaker 1"", ""text"": ""What do you mean? Everything okay?""}, {""speaker"": ""Speaker 2"", ""text"": ""My blood tests came back off.""}, {""speaker"": ""Speaker 1"", ""text"": ""Like how?""}, {""speaker"": ""Speaker 2"", ""text"": ""i'm prediabetic.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare garden for planting? (A) pick grass with hands (B) throw soil away (C) push stick (D) dig soil with spade","{""A"": ""pick grass with hands"", ""B"": ""throw soil away"", ""C"": ""push stick"", ""D"": ""dig soil with spade""}",B,3251.7,3516.633333333333
EgoPlan-Bench2,video_grounded_offtopic,10a7fd5a-169d-4b0c-ba8b-825af7bd2117,Daily life,10a7fd5a-169d-4b0c-ba8b-825af7bd2117_54,"[{""speaker"": ""Speaker 2"", ""text"": ""Hey, kiddo, didn't expect you home so early. Who's your friend there?""}, {""speaker"": ""Speaker 1"", ""text"": ""Hi Dad, good to see you too. She's actually from work.""}, {""speaker"": ""Speaker 2"", ""text"": ""From work, huh? Well, don't just stand there—come on in and introduce us properly.""}, {""speaker"": ""Speaker 1"", ""text"": ""oh, dad, this is my boss, amy. show her your belt buckle.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare for washing? (A) pick plate (B) open utensil set (C) pull shelf (D) pour water from cup","{""A"": ""pick plate"", ""B"": ""open utensil set"", ""C"": ""pull shelf"", ""D"": ""pour water from cup""}",C,1844.9666666666667,1848.8666666666666
EgoPlan-Bench2,video_grounded_offtopic,3ce37765-7d70-4dd6-991c-a83286ba05b2,Work,3ce37765-7d70-4dd6-991c-a83286ba05b2_145,"[{""speaker"": ""Speaker 1"", ""text"": ""Our team meetings have been way too sporadic lately, and it's killing productivity.""}, {""speaker"": ""Speaker 2"", ""text"": ""I know, right? Last week we skipped one entirely.""}, {""speaker"": ""Speaker 1"", ""text"": ""We can't keep winging it like that.""}, {""speaker"": ""Speaker 2"", ""text"": ""So what's the fix? More reminders?""}, {""speaker"": ""Speaker 1"", ""text"": ""i'm emphasizing regularly-scheduled""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to measure and mark wood for cutting? (A) blow off dust saw (B) measure wood frame (C) mark wood frame (D) place down wood frame","{""A"": ""blow off dust saw"", ""B"": ""measure wood frame"", ""C"": ""mark wood frame"", ""D"": ""place down wood frame""}",D,2161.4666666666667,2217.866666666667
EgoPlan-Bench2,video_grounded_offtopic,95836c4a-e856-4c04-9c68-800b154b6bc6,Work,95836c4a-e856-4c04-9c68-800b154b6bc6_0,"[{""speaker"": ""Speaker 1"", ""text"": ""Look, we have eyewitnesses placing you at the warehouse last night.""}, {""speaker"": ""Speaker 2"", ""text"": ""You're wrong. I was at home all evening.""}, {""speaker"": ""Speaker 1"", ""text"": ""Your car's registered to you, and it's on the security footage pulling up right outside.""}, {""speaker"": ""Speaker 2"", ""text"": ""That doesn't prove anything. Someone must've stolen it.""}, {""speaker"": ""Speaker 1"", ""text"": ""it'll be easier on yourself if you confess.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to cut sticks with table saw? (A) support sticks with hands (B) cut sticks with table saw blade (C) pack sticks together on table saw (D) arrange sticks on table saw","{""A"": ""support sticks with hands"", ""B"": ""cut sticks with table saw blade"", ""C"": ""pack sticks together on table saw"", ""D"": ""arrange sticks on table saw""}",B,1.9,7.266666666666667
EgoPlan-Bench2,video_grounded_offtopic,baa7774c-6c7e-4111-9176-55e2a613f102,Work,baa7774c-6c7e-4111-9176-55e2a613f102_21,"[{""speaker"": ""Speaker 1"", ""text"": ""Sales are dead in electronics today. We need something to pull people over here.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, the demo TVs are just looping those boring infomercials.""}, {""speaker"": ""Speaker 1"", ""text"": ""What if we switch them all to something fun, like music videos?""}, {""speaker"": ""Speaker 2"", ""text"": ""MTV! That could work. Go ahead and turn all the screens in electronics to mtv.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to conduct additional maintenance tasks? (A) open tool drawer (B) put oil refill car (C) pick ratchet spanner from tray tool (D) close tool drawers","{""A"": ""open tool drawer"", ""B"": ""put oil refill car"", ""C"": ""pick ratchet spanner from tray tool"", ""D"": ""close tool drawers""}",C,487.8666666666667,509.2
EgoPlan-Bench2,video_grounded_offtopic,a3d6d973-b6fe-45eb-aead-823dd5597f31,Daily life,a3d6d973-b6fe-45eb-aead-823dd5597f31_24,"[{""speaker"": ""Speaker 1"", ""text"": ""This party is dragging on forever. Everyone's just standing around awkwardly.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, and that guy from work won't stop talking about his crypto investments.""}, {""speaker"": ""Speaker 1"", ""text"": ""I can't take another minute of it. We've been polite long enough.""}, {""speaker"": ""Speaker 2"", ""text"": ""True, but I feel bad just bailing.""}, {""speaker"": ""Speaker 1"", ""text"": ""we should--we'll just go.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to final ironing and finish? (A) drop iron (B) iron blouse (C) take blouse (D) drop blouse","{""A"": ""drop iron"", ""B"": ""iron blouse"", ""C"": ""take blouse"", ""D"": ""drop blouse""}",D,493.6666666666667,499.7
EgoPlan-Bench2,video_grounded_offtopic,9b0ee71b-823d-447b-8cf1-48db1a857dca,Work,9b0ee71b-823d-447b-8cf1-48db1a857dca_9,"[{""speaker"": ""Speaker 1"", ""text"": ""I'm shopping for some new clothes, but I have no idea what looks good on me.""}, {""speaker"": ""Speaker 2"", ""text"": ""That's the fun part! What style are you going for?""}, {""speaker"": ""Speaker 1"", ""text"": ""Something casual for work and weekends, but everything I try on feels off.""}, {""speaker"": ""Speaker 2"", ""text"": ""Maybe you need a second opinion.""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, I guess so. Any ideas?""}, {""speaker"": ""Speaker 2"", ""text"": ""Why don't we pick out items for each other?""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to tie and cut cables? (A) put cut piece in dustbin (B) tie cables (C) take cable tie (D) cut cable tie","{""A"": ""put cut piece in dustbin"", ""B"": ""tie cables"", ""C"": ""take cable tie"", ""D"": ""cut cable tie""}",B,11.866666666666667,26.266666666666666
EgoPlan-Bench2,video_grounded_offtopic,ab22264a-91ce-4c3f-96b0-e6405a46f92f,Daily life,ab22264a-91ce-4c3f-96b0-e6405a46f92f_98,"[{""speaker"": ""Speaker 1"", ""text"": ""Welcome to the office, Jake. I'll give you the quick tour before we get you settled.""}, {""speaker"": ""Speaker 2"", ""text"": ""Sounds good, Sarah. I'm excited to start.""}, {""speaker"": ""Speaker 1"", ""text"": ""Great. Over here is the main workspace where most of the team sits.""}, {""speaker"": ""Speaker 2"", ""text"": ""Looks pretty open. Love the natural light.""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, and this is the break room.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to clean the kitchen? (A) wipe gas cooker (B) spray counter with disinfectant (C) throw tissue in dust bin (D) arrange kitchen accessories","{""A"": ""wipe gas cooker"", ""B"": ""spray counter with disinfectant"", ""C"": ""throw tissue in dust bin"", ""D"": ""arrange kitchen accessories""}",A,1088.1333333333334,1140.0333333333333
EgoPlan-Bench2,video_grounded_offtopic,14e9c56e-b418-4bbf-bfe0-63810ef744d4,Hobbies,14e9c56e-b418-4bbf-bfe0-63810ef744d4_56,"[{""speaker"": ""Speaker 1"", ""text"": ""We've been drifting apart for months now.""}, {""speaker"": ""Speaker 2"", ""text"": ""I know, but we can work on it. Therapy or something?""}, {""speaker"": ""Speaker 1"", ""text"": ""I've tried, but it's not working for me anymore.""}, {""speaker"": ""Speaker 2"", ""text"": ""What are you saying? Come on, talk to me.""}, {""speaker"": ""Speaker 1"", ""text"": ""just letting you know, i want a divorce.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to roll dough? (A) drop dough on table (B) move dough scraper (C) pull dough from sheeter (D) place dough on left hand","{""A"": ""drop dough on table"", ""B"": ""move dough scraper"", ""C"": ""pull dough from sheeter"", ""D"": ""place dough on left hand""}",C,1076.8,1081.7333333333333
EgoPlan-Bench2,video_grounded_offtopic,b1ac8c7e-6b29-4196-a28b-e4e21b872ede,Work,b1ac8c7e-6b29-4196-a28b-e4e21b872ede_3,"[{""speaker"": ""Speaker 2"", ""text"": ""I don't know if I can go through with this.""}, {""speaker"": ""Speaker 1"", ""text"": ""What's holding you back?""}, {""speaker"": ""Speaker 2"", ""text"": ""You keep asking about it, and it's stressing me out.""}, {""speaker"": ""Speaker 1"", ""text"": ""Hey, no one's rushing you here.""}, {""speaker"": ""Speaker 2"", ""text"": ""It sure feels like it.""}, {""speaker"": ""Speaker 1"", ""text"": ""relax, i'm not going to pressure you.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to play a video game on a desktop computer? (A) drop game console on table (B) drink from cup (C) stretch out left hand (D) put hand on game console","{""A"": ""drop game console on table"", ""B"": ""drink from cup"", ""C"": ""stretch out left hand"", ""D"": ""put hand on game console""}",A,326.93333333333334,463.46666666666664
EgoPlan-Bench2,video_grounded_offtopic,8d3d68f0-1cbf-474c-9bc0-e3cf0364e835,Work,8d3d68f0-1cbf-474c-9bc0-e3cf0364e835_3,"[{""speaker"": ""Speaker 1"", ""text"": ""Oh shoot, I just bumped the table and your puzzle scattered everywhere!""}, {""speaker"": ""Speaker 2"", ""text"": ""Nooo, I was like 90% done with that thing!""}, {""speaker"": ""Speaker 1"", ""text"": ""I'm so sorry, it took you forever to get that far.""}, {""speaker"": ""Speaker 2"", ""text"": ""it's fine, i'll just piece together""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to cut and join metal? (A) cut metal (B) put metal on table (C) bend metal (D) join metal","{""A"": ""cut metal"", ""B"": ""put metal on table"", ""C"": ""bend metal"", ""D"": ""join metal""}",D,147.83333333333334,159.83333333333334
EgoPlan-Bench2,video_grounded_offtopic,ab9c4cd4-632f-43d0-8bdd-1d41ac037f50,Hobbies,ab9c4cd4-632f-43d0-8bdd-1d41ac037f50_38,"[{""speaker"": ""Speaker 1"", ""text"": ""Coach, the other team's got that new star player.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, but we've been practicing hard for this.""}, {""speaker"": ""Speaker 1"", ""text"": ""Still, our defense was sloppy last game.""}, {""speaker"": ""Speaker 2"", ""text"": ""True, we need to tighten up.""}, {""speaker"": ""Speaker 1"", ""text"": ""All right, guys, listen up.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to decorate dough and stir cream? (A) drop cream (B) stir cream (C) wrap cream (D) unwrap paper","{""A"": ""drop cream"", ""B"": ""stir cream"", ""C"": ""wrap cream"", ""D"": ""unwrap paper""}",C,817.2333333333333,857.3666666666667
EgoPlan-Bench2,video_grounded_offtopic,33f04496-9bc2-4b65-986e-57cb74653725,Hobbies,33f04496-9bc2-4b65-986e-57cb74653725_26,"[{""speaker"": ""Speaker 1"", ""text"": ""Dude, I'm so hungry. Anything quick to eat in here?""}, {""speaker"": ""Speaker 2"", ""text"": ""Not really. Fridge is empty except for those baby food jars my nephew left.""}, {""speaker"": ""Speaker 1"", ""text"": ""Baby food? Eh, why not? Looks like pureed fruit or something.""}, {""speaker"": ""Speaker 2"", ""text"": ""Wait, you sure? They might be expired.""}, {""speaker"": ""Speaker 1"", ""text"": ""Pfft, how bad could it be? *unscrews the lid*""}, {""speaker"": ""Speaker 2"", ""text"": ""uh, don't eat the baby food. the baby food is bad.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare the brush for painting? (A) paint on paper (B) wipe brush tip (C) put brush on table (D) dip brush in water","{""A"": ""paint on paper"", ""B"": ""wipe brush tip"", ""C"": ""put brush on table"", ""D"": ""dip brush in water""}",A,475.56666666666666,498.03333333333336
EgoPlan-Bench2,video_grounded_offtopic,e091d046-ebbf-456e-a56d-5aa743c88202,Hobbies,e091d046-ebbf-456e-a56d-5aa743c88202_3,"[{""speaker"": ""Speaker 1"", ""text"": ""Cheyenne's been missing shifts way too often lately. It's messing up the schedule.""}, {""speaker"": ""Speaker 2"", ""text"": ""Totally, but the real manager's out sick. Who handles this?""}, {""speaker"": ""Speaker 1"", ""text"": ""We can't just ignore it. Someone's gotta step up and talk to her.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, but it has to come from authority, right?""}, {""speaker"": ""Speaker 1"", ""text"": ""amy, why don't you be the manager, and you're gonna talk to cheyenne about her repeated absences.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to trim trees? (A) pick up rake (B) turn on machine (C) remove leaf (D) cut tree","{""A"": ""pick up rake"", ""B"": ""turn on machine"", ""C"": ""remove leaf"", ""D"": ""cut tree""}",C,3.8333333333333335,77.96666666666667
EgoPlan-Bench2,video_grounded_offtopic,5c325fd3-5f77-4e03-b85e-02d376d66459,Work,5c325fd3-5f77-4e03-b85e-02d376d66459_8,"[{""speaker"": ""Speaker 1"", ""text"": ""Brr, it's freezing in this cabin. The power's out and the fire died.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, my teeth are chattering. We need to do something fast.""}, {""speaker"": ""Speaker 1"", ""text"": ""Blankets aren't cutting it. I'm still shaking.""}, {""speaker"": ""Speaker 2"", ""text"": ""we should warm up by combining body heat.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to remove car tyres? (A) put car tyre on floor (B) put drill on bar (C) remove car tyre (D) rotate car tyre metal","{""A"": ""put car tyre on floor"", ""B"": ""put drill on bar"", ""C"": ""remove car tyre"", ""D"": ""rotate car tyre metal""}",D,206.33333333333334,268.03333333333336
EgoPlan-Bench2,video_grounded_offtopic,d38dad44-e3ef-43f0-8613-832757458348,Work,d38dad44-e3ef-43f0-8613-832757458348_1,"[{""speaker"": ""Speaker 1"", ""text"": ""The doctor's about to give us an update on Mom. Everyone's on edge.""}, {""speaker"": ""Speaker 2"", ""text"": ""I don't care. You've been ignoring me for weeks, and I need to know if we're done.""}, {""speaker"": ""Speaker 1"", ""text"": ""Amy, lower your voice. Not in front of the family.""}, {""speaker"": ""Speaker 2"", ""text"": ""No, I can't wait anymore! Tell me the truth right now!""}, {""speaker"": ""Speaker 1"", ""text"": ""this isn't the time, amy.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to unseal and arrange the glass plate? (A) switch glass plate to other hand (B) pick glass plate (C) put glass plate on table (D) unseal glass plate","{""A"": ""switch glass plate to other hand"", ""B"": ""pick glass plate"", ""C"": ""put glass plate on table"", ""D"": ""unseal glass plate""}",A,12.5,17.8
EgoPlan-Bench2,video_grounded_offtopic,bf4fae6b-dd89-41dd-bbfa-6d9eed1c27f8,Hobbies,bf4fae6b-dd89-41dd-bbfa-6d9eed1c27f8_0,"[{""speaker"": ""Speaker 1"", ""text"": ""Hold on, who are you? You can't just walk in here like that.""}, {""speaker"": ""Speaker 2"", ""text"": ""Relax, I'm not here to cause any problems.""}, {""speaker"": ""Speaker 1"", ""text"": ""That's what they all say. What's your name?""}, {""speaker"": ""Speaker 2"", ""text"": ""i'm mateo, by the way. i'm sure you've heard of me.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to adjust foam and continue sewing? (A) sew foam (B) adjust foam (C) drop scissors (D) pick up needle","{""A"": ""sew foam"", ""B"": ""adjust foam"", ""C"": ""drop scissors"", ""D"": ""pick up needle""}",D,243.33333333333334,249.76666666666668
EgoPlan-Bench2,video_grounded_offtopic,ae2b93af-1890-45ea-876e-c77a0d56aa00,Hobbies,ae2b93af-1890-45ea-876e-c77a0d56aa00_56,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, you hear that weird noise from the basement?""}, {""speaker"": ""Speaker 2"", ""text"": ""What? No, probably just the pipes settling again.""}, {""speaker"": ""Speaker 1"", ""text"": ""Listen closer—it's getting louder, like banging.""}, {""speaker"": ""Speaker 2"", ""text"": ""Okay, that's freaky. Should we check it out?""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, but... something crazy is happening.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to knit cloth with thread using a needle? (A) pick thread roll (B) pick scissors (C) insert thread into needle (D) drop scissors","{""A"": ""pick thread roll"", ""B"": ""pick scissors"", ""C"": ""insert thread into needle"", ""D"": ""drop scissors""}",C,817.2666666666667,827.5666666666667
EgoPlan-Bench2,video_grounded_offtopic,57e88d87-257e-434d-953e-6025367e99fe,Hobbies,57e88d87-257e-434d-953e-6025367e99fe_177,"[{""speaker"": ""Speaker 1"", ""text"": ""So, no bonuses this quarter? Everyone's talking about it.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, budgets are tight with the merger.""}, {""speaker"": ""Speaker 1"", ""text"": ""We've been killing ourselves on these deadlines, though.""}, {""speaker"": ""Speaker 2"", ""text"": ""I get it, morale's low all around.""}, {""speaker"": ""Speaker 1"", ""text"": ""What's management even saying to calm people down?""}, {""speaker"": ""Speaker 2"", ""text"": ""but for now, they want everybody to know that, we value our employees' dedication.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare dough for baking? (A) spread flour on table (B) place dough on tray (C) drop tray on table (D) pick up Rollin pin","{""A"": ""spread flour on table"", ""B"": ""place dough on tray"", ""C"": ""drop tray on table"", ""D"": ""pick up Rollin pin""}",B,1989.6666666666667,2086.5
EgoPlan-Bench2,video_grounded_offtopic,7229ab5b-de21-4eb5-8efd-9dfee3540869,Work,7229ab5b-de21-4eb5-8efd-9dfee3540869_0,"[{""speaker"": ""Speaker 1"", ""text"": ""You think you can just steal from us and walk away?""}, {""speaker"": ""Speaker 2"", ""text"": ""It was just a little side deal. No big deal.""}, {""speaker"": ""Speaker 1"", ""text"": ""The boss doesn't see it that way. He's pissed.""}, {""speaker"": ""Speaker 2"", ""text"": ""Come on, I'll make it right. Just give me time.""}, {""speaker"": ""Speaker 1"", ""text"": ""Time's up. You're taking a trip to bruise town.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare tools for fixing the grass cutter? (A) cut paper (B) put sponge (C) move extinguisher (D) return pliers","{""A"": ""cut paper"", ""B"": ""put sponge"", ""C"": ""move extinguisher"", ""D"": ""return pliers""}",B,40.0,66.16666666666667
