task,scenario,video_uid,video_category,sample_id,dialogue,question,options,correct_answer,start_sec,end_sec
EgoPlan-Bench2,video_grounded_ontopic,91721eb9-04af-48db-bca7-48b5240f2c88,Work,91721eb9-04af-48db-bca7-48b5240f2c88_5,"[{""speaker"": ""Camera Wearer"", ""text"": ""I'm cleaning up the garage a bit. There are cloths, boxes, and random tools everywhere.""}, {""speaker"": ""Other"", ""text"": ""Nice, it already looks more organized. Are you sorting things into keep and toss piles?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, mostly tossing the junk and setting aside the useful stuff. I just found a screwdriver too.""}, {""speaker"": ""Other"", ""text"": ""Good call. Once the loose stuff is cleared out, it'll be way easier to find what you need.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I'm trying to clear this drawer area and make some room before I keep going.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare for the task? (A) pick box (B) push trash bin (C) put cloth on drawer (D) close drawer","{""A"": ""pick box"", ""B"": ""push trash bin"", ""C"": ""put cloth on drawer"", ""D"": ""close drawer""}",B,2.8,30.5
EgoPlan-Bench2,video_grounded_ontopic,0fc2ce96-e6a2-46be-b276-95b1be475201,Work,0fc2ce96-e6a2-46be-b276-95b1be475201_8,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m measuring this steel piece again so I can keep the welds lined up right.""}, {""speaker"": ""Other"", ""text"": ""Looks good. Are you marking it before you start welding?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, just putting a few marks on it now. I want the welds to land exactly where they should.""}, {""speaker"": ""Other"", ""text"": ""Nice. Once you’ve got that set, it should be easier to finish the joint cleanly.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m going to keep working around the piece and weld the next side after this.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to measure, cut and weld a piece of steel metal? (A) place steel metal down (B) pull tape measure (C) turn steel metal (D) lean metal steel on wall","{""A"": ""place steel metal down"", ""B"": ""pull tape measure"", ""C"": ""turn steel metal"", ""D"": ""lean metal steel on wall""}",C,0.0,25.866666666666667
EgoPlan-Bench2,video_grounded_ontopic,2cd8dd20-2ebe-4efd-a223-f497a9779358,Recreation,2cd8dd20-2ebe-4efd-a223-f497a9779358_13,"[{""speaker"": ""Camera Wearer"", ""text"": ""Okay, I’ve got the little chips sorted out now. These colors are easy to mix up when I’m moving fast.""}, {""speaker"": ""Other"", ""text"": ""Yeah, I can see that. Are you separating the red and orange ones into the pouch?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m trying to keep the pieces organized so the board stays neat.""}, {""speaker"": ""Other"", ""text"": ""Makes sense. I noticed you’re also keeping track of the ruby pieces on the board too.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Right, I’m just adjusting everything a bit before I continue. It’s easier when the layout is tidy.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to move game chips and put them in bag? (A) move bag (B) pick orange chip (C) put chips in bag (D) drop ruby","{""A"": ""move bag"", ""B"": ""pick orange chip"", ""C"": ""put chips in bag"", ""D"": ""drop ruby""}",A,647.4,678.2666666666667
EgoPlan-Bench2,video_grounded_ontopic,8d3d68f0-1cbf-474c-9bc0-e3cf0364e835,Work,8d3d68f0-1cbf-474c-9bc0-e3cf0364e835_52,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’ve got the wall marked out, but this bit keeps coming loose.""}, {""speaker"": ""Other"", ""text"": ""Yeah, it looks like you’re getting everything lined up. Want me to hand you the drill again?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Sure. I’m checking the bit size first so I don’t mess up the hole.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Once that’s set, you should be able to drill it cleanly.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Alright, I’ve got it sorted now. I’m just getting ready to continue.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to drill the wall? (A) fit drill bit on drill (B) pick drill (C) drill wall with drill (D) put drill bit on floor","{""A"": ""fit drill bit on drill"", ""B"": ""pick drill"", ""C"": ""drill wall with drill"", ""D"": ""put drill bit on floor""}",A,898.4,962.1333333333333
EgoPlan-Bench2,video_grounded_ontopic,156823e7-0339-4f64-9c89-80044fc8b218,Daily life,156823e7-0339-4f64-9c89-80044fc8b218_20,"[{""speaker"": ""Camera Wearer"", ""text"": ""There are so many snack options here, I’m trying to decide what to grab.""}, {""speaker"": ""Other"", ""text"": ""Yeah, this aisle has a lot. Did you find the ones you wanted?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I’ve picked up a few already, but I’m still checking the fruit too.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Those mangoes look pretty ripe, and the grapes are nice as well.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I’m comparing them now. I might grab one and then head to the checkout.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to buy snacks from supermarket? (A) give mangoe to person X (B) return snack to box (C) pick mangoe (D) take air heads","{""A"": ""give mangoe to person X"", ""B"": ""return snack to box"", ""C"": ""pick mangoe"", ""D"": ""take air heads""}",C,269.3,556.7666666666667
EgoPlan-Bench2,video_grounded_ontopic,e454170f-9b08-4861-97b7-a5bdc1b1528f,Daily life,e454170f-9b08-4861-97b7-a5bdc1b1528f_8,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m back on the road now, but this route has so many junctions. I keep having to slow down and check the signs.""}, {""speaker"": ""Other"", ""text"": ""Yeah, it looks like one of those drives where you have to stay alert the whole time. Are you heading toward the main road again?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I just need to keep following the lane and watch for the next turn. Traffic is light, so that helps.""}, {""speaker"": ""Other"", ""text"": ""Good. Once you get past this stretch, it should be a smoother drive. Just take it easy around the bends.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to drive car on the road? (A) stop car at junction (B) drive car on highway (C) reverse car (D) take corner drive","{""A"": ""stop car at junction"", ""B"": ""drive car on highway"", ""C"": ""reverse car"", ""D"": ""take corner drive""}",D,58.0,172.2
EgoPlan-Bench2,video_grounded_ontopic,669b3fbf-3658-4943-9f28-54b2251a7e61,Work,669b3fbf-3658-4943-9f28-54b2251a7e61_3,"[{""speaker"": ""Camera Wearer"", ""text"": ""Okay, I’ve got the box open. There are a few manuals in here, so I’m checking what everything is.""}, {""speaker"": ""Other"", ""text"": ""Nice, that usually means there are a lot of little parts. Is it one of those cameras with extra accessories?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, looks like it. I’m laying out the camera, the parts, and these instruction sheets so I can see what’s included.""}, {""speaker"": ""Other"", ""text"": ""Good idea. It’s always easier when everything’s spread out first instead of keeping it all in the box.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m also checking this little card and the manuals so I don’t miss anything before I start putting it together.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to examine the items from the box? (A) put picture card on table (B) open paper (C) examine negative (D) close manual","{""A"": ""put picture card on table"", ""B"": ""open paper"", ""C"": ""examine negative"", ""D"": ""close manual""}",A,35.766666666666666,80.33333333333333
EgoPlan-Bench2,video_grounded_ontopic,e6e3919c-7c2e-491e-bde8-053715f0d851,Work,e6e3919c-7c2e-491e-bde8-053715f0d851_1,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m sorting these seeds out first, then I’ll get them ready for planting.""}, {""speaker"": ""Other"", ""text"": ""Nice, that’s a lot easier once you open the pack and pour them out. Are they all the same kind?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, mostly the same. I’m just using the sieve to keep everything organized.""}, {""speaker"": ""Other"", ""text"": ""Good idea. That should make it simpler to measure out what you need.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly, I’m just finishing up the setup before I start planting.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare seeds for planting? (A) pick scissors (B) move sieve to floor (C) cut pack of seeds (D) drop scissors","{""A"": ""pick scissors"", ""B"": ""move sieve to floor"", ""C"": ""cut pack of seeds"", ""D"": ""drop scissors""}",B,941.4333333333333,1043.8666666666666
EgoPlan-Bench2,video_grounded_ontopic,10fe0677-6ee2-4252-b007-e75a3797e807,Daily life,10fe0677-6ee2-4252-b007-e75a3797e807_32,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m cooking these peas and onions now, but I keep fumbling the utensils.""}, {""speaker"": ""Other"", ""text"": ""No worries, just keep going. The pan’s looking good—did you add the oil already?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’ve got the oil in, and I just added a little salt too.""}, {""speaker"": ""Other"", ""text"": ""Nice. The onions are in there now, so give it a good mix and let everything cook together.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare a vegetable dish? (A) take salt (B) drop cooking oil (C) pour cooking oil (D) stir peas and onions","{""A"": ""take salt"", ""B"": ""drop cooking oil"", ""C"": ""pour cooking oil"", ""D"": ""stir peas and onions""}",D,434.2,504.8666666666667
EgoPlan-Bench2,video_grounded_ontopic,9d731b92-a610-4615-9c74-252858c0a410,Recreation,9d731b92-a610-4615-9c74-252858c0a410_0,"[{""speaker"": ""Camera Wearer"", ""text"": ""Alright, I’ve got a few more pieces here. This rack is filling up pretty nicely now.""}, {""speaker"": ""Other"", ""text"": ""Nice, we’re moving through them fast. The red and yellow pieces are going in pretty smoothly.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, it’s kind of satisfying when they all line up. I just need to keep sorting them as I go.""}, {""speaker"": ""Other"", ""text"": ""For sure. Let me grab the next one and hand it over.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Perfect, I’ll keep placing them in and we should have this done soon.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to refill rack with game pieces? (A) drop game piece in rack (B) close lower opening of rack (C) take game piece from table (D) move game piece over rack","{""A"": ""drop game piece in rack"", ""B"": ""close lower opening of rack"", ""C"": ""take game piece from table"", ""D"": ""move game piece over rack""}",A,2628.8333333333335,2653.266666666667
EgoPlan-Bench2,video_grounded_ontopic,c1de2606-7fd1-48e5-8b23-2bbbeff56fd7,Work,c1de2606-7fd1-48e5-8b23-2bbbeff56fd7_36,"[{""speaker"": ""Camera Wearer"", ""text"": ""I'm almost done fastening this part of the furniture. It’s taking a bit of patience.""}, {""speaker"": ""Other"", ""text"": ""Looks like it’s coming together nicely. Are you lining up the next nail?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I just need to place it carefully and make sure the drill stays steady.""}, {""speaker"": ""Other"", ""text"": ""Good call. Once you clear off those little bits, it should be easier to keep working.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m cleaning it up as I go so the next spot is ready.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to drill first nail? (A) wipe furniture (B) drill furniture (C) take drill from furniture (D) put nail on drill bit","{""A"": ""wipe furniture"", ""B"": ""drill furniture"", ""C"": ""take drill from furniture"", ""D"": ""put nail on drill bit""}",C,351.1333333333333,369.93333333333334
EgoPlan-Bench2,video_grounded_ontopic,d9db7166-e5fe-4ce5-85eb-0c437c4ddf32,Work,d9db7166-e5fe-4ce5-85eb-0c437c4ddf32_210,"[{""speaker"": ""Camera Wearer"", ""text"": ""This pipe’s finally starting to line up better now. I had to tap it a few times to get it into place.""}, {""speaker"": ""Other"", ""text"": ""Nice, looks like it’s holding steady. Are you welding the joint right now?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m alternating between welding and adjusting it so it stays straight. A little nudge makes a big difference.""}, {""speaker"": ""Other"", ""text"": ""For sure. Once it’s aligned, it should be much easier to finish the rest cleanly.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m just checking the fit one more time before moving it over with the other piece.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to weld steel pipes? (A) put pipe (B) weld pipe (C) hit pipe (D) take iron rod","{""A"": ""put pipe"", ""B"": ""weld pipe"", ""C"": ""hit pipe"", ""D"": ""take iron rod""}",A,11666.833333333334,11800.566666666668
EgoPlan-Bench2,video_grounded_ontopic,ecc633d2-72b5-4bd0-a6a1-f1cedb21d757,Daily life,ecc633d2-72b5-4bd0-a6a1-f1cedb21d757_2,"[{""speaker"": ""Camera Wearer"", ""text"": ""This boutique has a lot of nice pieces. I'm just sorting through a few outfits and seeing what stands out.""}, {""speaker"": ""Other"", ""text"": ""Yeah, there’s a good mix here. Are you looking for something casual or a little more dressed up?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Probably something in between. I’m checking the shoes and a couple of tops to see what matches.""}, {""speaker"": ""Other"", ""text"": ""That makes sense. The hat you picked up would go really well with a simple outfit too.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly, I’m organizing these clothes so they’re easier to compare. This place actually makes it pretty fun to browse.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to shop for clothes? (A) take shoes from table (B) put clothes in shopping basket (C) hang clothes on pole (D) wear jacket","{""A"": ""take shoes from table"", ""B"": ""put clothes in shopping basket"", ""C"": ""hang clothes on pole"", ""D"": ""wear jacket""}",C,840.0333333333333,1014.8333333333334
EgoPlan-Bench2,video_grounded_ontopic,31a3f461-4029-4171-870e-0c5c16ed0a2c,Recreation,31a3f461-4029-4171-870e-0c5c16ed0a2c_1,"[{""speaker"": ""Camera Wearer"", ""text"": ""Alright, I think I’ve got my move lined up. Let me roll these and see what happens.""}, {""speaker"": ""Other"", ""text"": ""Nice, this game is getting intense. You’ve been keeping track pretty well.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m trying to stay organized with the board and the cards. I keep second-guessing every little move.""}, {""speaker"": ""Other"", ""text"": ""That’s probably the smart way to play. Want a quick break before the next round?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Actually, yeah, I could use a sip of water before I keep going.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to play a board game? (A) pick glass of water from counter top (B) write on paper (C) place pencil on table (D) drop dices on clue board","{""A"": ""pick glass of water from counter top"", ""B"": ""write on paper"", ""C"": ""place pencil on table"", ""D"": ""drop dices on clue board""}",A,563.4333333333333,676.5333333333333
EgoPlan-Bench2,video_grounded_ontopic,d93476aa-a43d-469f-81fb-d6080ce4243d,Hobbies,d93476aa-a43d-469f-81fb-d6080ce4243d_7,"[{""speaker"": ""Camera Wearer"", ""text"": ""This patch is full of stubborn weeds. I keep pulling one up and another one seems to be hiding right beside it.""}, {""speaker"": ""Other"", ""text"": ""Yeah, it looks like the ground is pretty packed. Do you want the shovel to loosen it up a bit?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Definitely. That helps a lot more than just tugging by hand. I’m trying to clear out the roots without making a mess.""}, {""speaker"": ""Other"", ""text"": ""Makes sense. You’ve been at it for a while, so maybe take a quick break and brush off the dirt on your gloves.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Good idea. I also need to check this head camera real quick before I keep going.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to trim a hedge and uproot a plant? (A) uproot plant (B) pick shovel (C) throw plant (D) shake plant","{""A"": ""uproot plant"", ""B"": ""pick shovel"", ""C"": ""throw plant"", ""D"": ""shake plant""}",C,282.8,298.9
EgoPlan-Bench2,video_grounded_ontopic,52e804b4-da59-4c88-8170-91f766626727,Hobbies,52e804b4-da59-4c88-8170-91f766626727_47,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’ve got the colors out now. I’m mixing a little on the palette so I can get the shade right.""}, {""speaker"": ""Other"", ""text"": ""Nice, are you going for something bright or more muted?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Probably a softer color. I’m just testing a few combinations before I start painting on the page.""}, {""speaker"": ""Other"", ""text"": ""That makes sense. It’s easier to adjust it here than on the drawing itself.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, exactly. I’m keeping everything close by so I can switch colors quickly if I need to.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare paint? (A) press bottle into paint pallet (B) close bottle cover (C) drop bottle on bed (D) pick up paint tube","{""A"": ""press bottle into paint pallet"", ""B"": ""close bottle cover"", ""C"": ""drop bottle on bed"", ""D"": ""pick up paint tube""}",B,823.3,878.4666666666667
EgoPlan-Bench2,video_grounded_ontopic,145d3a0c-2cc6-4eea-97fa-86a23da9d368,Hobbies,145d3a0c-2cc6-4eea-97fa-86a23da9d368_70,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m threading the needle now. This one is being a little stubborn.""}, {""speaker"": ""Other"", ""text"": ""Need help? Sometimes wetting the thread makes it easier to get through.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, that’s what I’m doing. Okay, got it through—now I’m starting the stitch on this cloth.""}, {""speaker"": ""Other"", ""text"": ""Nice. Keep it steady, and try to keep the stitches even.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Almost done with this part. I’m just finishing up and setting the sewing things aside for a moment.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to sew a cloth with needle and thread? (A) put cloth down (B) push scissors (C) take container (D) take rolled thread","{""A"": ""put cloth down"", ""B"": ""push scissors"", ""C"": ""take container"", ""D"": ""take rolled thread""}",A,2028.9666666666667,2162.133333333333
EgoPlan-Bench2,video_grounded_ontopic,cbdfde4a-d13d-4c4d-aa84-7db710c2fb1c,Work,cbdfde4a-d13d-4c4d-aa84-7db710c2fb1c_6,"[{""speaker"": ""Other"", ""text"": ""Taking a quick break?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, just grabbing some water before I get back to this.""}, {""speaker"": ""Other"", ""text"": ""Good idea. You've been on that laptop for a while.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Definitely. I needed a minute to reset, and now I’m checking a few things.""}, {""speaker"": ""Other"", ""text"": ""Nice, hope it goes smoothly.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to use laptop and drink water? (A) drink water (B) use laptop (C) pick glass of water (D) put glass of water on table","{""A"": ""drink water"", ""B"": ""use laptop"", ""C"": ""pick glass of water"", ""D"": ""put glass of water on table""}",B,1540.6666666666667,1549.7666666666667
EgoPlan-Bench2,video_grounded_ontopic,58ef0e9b-db96-45fe-a44f-7602785f5fbc,Daily life,58ef0e9b-db96-45fe-a44f-7602785f5fbc_4,"[{""speaker"": ""Camera Wearer"", ""text"": ""I'm just cleaning up this floor real quick. There’s dust and little bits everywhere.""}, {""speaker"": ""Other"", ""text"": ""Looks like you’re making good progress. Do you want me to grab anything else for you?""}, {""speaker"": ""Camera Wearer"", ""text"": ""No, I’ve got the broom and dust pan right here. I’m just trying to get all this into one spot.""}, {""speaker"": ""Other"", ""text"": ""Nice. The sofa area looks a lot better already too.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, once I finish this section it should be much cleaner. Just a little more sweeping and I’ll be done.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to sweep the floor? (A) put dirt in dust pan (B) move dust pan (C) hit dust pan on garbage bin (D) pick dust pan","{""A"": ""put dirt in dust pan"", ""B"": ""move dust pan"", ""C"": ""hit dust pan on garbage bin"", ""D"": ""pick dust pan""}",A,1102.1333333333334,1153.2666666666667
EgoPlan-Bench2,video_grounded_ontopic,5a8fdb3b-acb9-4c44-b4d4-b84de0787ffa,Daily life,5a8fdb3b-acb9-4c44-b4d4-b84de0787ffa_2,"[{""speaker"": ""Camera Wearer"", ""text"": ""Alright, I’m in the car. Can you close the door?""}, {""speaker"": ""Other"", ""text"": ""Yep, got it. Seat belt’s on too—ready when you are.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Perfect. Let me get everything set before we head out.""}, {""speaker"": ""Other"", ""text"": ""Sounds good. Take your time, it looks like the parking lot is pretty busy.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m just making sure we’re all set, then I’ll pull out.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to drive a car? (A) engage gear (B) drive out of parking lot (C) place hands on steering wheel (D) enter car","{""A"": ""engage gear"", ""B"": ""drive out of parking lot"", ""C"": ""place hands on steering wheel"", ""D"": ""enter car""}",C,4.833333333333333,23.9
EgoPlan-Bench2,video_grounded_ontopic,cf9b2219-bdea-4a91-a56d-02c028547400,Work,cf9b2219-bdea-4a91-a56d-02c028547400_12,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’ve been working on this wheel hub for a while now. It’s finally starting to come together.""}, {""speaker"": ""Other"", ""text"": ""Nice, looks like you’re making good progress. Did you have to replace a few parts?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I had to line up the metal pieces and get the pipe assembly fitted in place. The tricky part is making sure everything sits right.""}, {""speaker"": ""Other"", ""text"": ""That makes sense. A little off alignment and the whole thing can be a pain later.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m just going over the fittings now and making sure everything’s secure before I move on.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to repair wheel hub? (A) adjust chuck (B) repair wheel hub (C) adjust metal (D) tight bolts with bolt wrench","{""A"": ""adjust chuck"", ""B"": ""repair wheel hub"", ""C"": ""adjust metal"", ""D"": ""tight bolts with bolt wrench""}",D,0.0,77.2
EgoPlan-Bench2,video_grounded_ontopic,5afe1e42-d44f-4c1d-bfd1-84de861b4492,Daily life,5afe1e42-d44f-4c1d-bfd1-84de861b4492_26,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m sorting through this basket and getting the laundry ready to hang.""}, {""speaker"": ""Other"", ""text"": ""Nice, looks like you’re making quick work of it. Is it mostly towels and clothes?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, a mix of both. I’m unfolding the wrinkled ones so they dry better.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Hanging them neatly always makes the whole load easier to deal with.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m just going through the basket piece by piece and putting everything up.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to hang cloths? (A) hang cloth (B) unfold cloth (C) pick cloth (D) put down cloth","{""A"": ""hang cloth"", ""B"": ""unfold cloth"", ""C"": ""pick cloth"", ""D"": ""put down cloth""}",C,118.83333333333333,133.86666666666667
EgoPlan-Bench2,video_grounded_ontopic,05b8b906-b9c5-48b4-be27-c91b5c28f92b,Daily life,05b8b906-b9c5-48b4-be27-c91b5c28f92b_7,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m just getting the kitchen tidied up a bit before I make some tea.""}, {""speaker"": ""Other"", ""text"": ""Nice, the counter already looks cleaner. Are you using the electric jug?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m filling it up now. I also put the towels away and cleared a few things off the side.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Once that’s ready, it’ll be quick to boil.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly—just finishing up the water and then I can get it going.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to fill up the electric jug? (A) put jug on base (B) close jug lid (C) switch off microwave (D) turn off water tap","{""A"": ""put jug on base"", ""B"": ""close jug lid"", ""C"": ""switch off microwave"", ""D"": ""turn off water tap""}",D,28.033333333333335,47.666666666666664
EgoPlan-Bench2,video_grounded_ontopic,8c3055e1-a4d4-416a-9d93-24609a961ac8,Hobbies,8c3055e1-a4d4-416a-9d93-24609a961ac8_35,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m working through this crochet piece, but the stitches are getting a little tight.""}, {""speaker"": ""Other"", ""text"": ""Looks like you’re making good progress. Are you using that hook to keep the pattern even?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I keep checking the hook placement so I don’t mess up the rows.""}, {""speaker"": ""Other"", ""text"": ""Nice. It’s always satisfying when the fabric starts taking shape, even if you have to adjust it a few times.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I just need to keep the tension right and keep going.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to knit fabric? (A) turn fabric (B) fix crochet hook (C) knit fabric (D) pull thread","{""A"": ""turn fabric"", ""B"": ""fix crochet hook"", ""C"": ""knit fabric"", ""D"": ""pull thread""}",D,814.2666666666667,1049.6666666666667
EgoPlan-Bench2,video_grounded_ontopic,75014678-aa82-42cc-91aa-313f295d62f4,Work,75014678-aa82-42cc-91aa-313f295d62f4_56,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m setting up the titration station now. The flask and funnel are in place, and I’m just aligning the burette.""}, {""speaker"": ""Other"", ""text"": ""Looks like you’ve got everything organized. Do you need the wash bottle nearby too?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I just put it on the counter so it’s easy to reach. I’m grabbing another flask from the rack to get the setup ready.""}, {""speaker"": ""Other"", ""text"": ""Nice, that should make things smoother. Are you checking the clamp stand before you start?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m adjusting everything and then I’m going to grab the hand pump from the drawer so I can finish preparing the equipment.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to fill burette with solution? (A) pick conical flask (B) put hand pump in burette (C) press hand pump (D) turn burette","{""A"": ""pick conical flask"", ""B"": ""put hand pump in burette"", ""C"": ""press hand pump"", ""D"": ""turn burette""}",A,628.1666666666666,634.0666666666667
EgoPlan-Bench2,video_grounded_ontopic,35e4b8e2-bdf8-4313-9698-10a1974eb671,Hobbies,35e4b8e2-bdf8-4313-9698-10a1974eb671_85,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m trying to get this poster up straight on the wall.""}, {""speaker"": ""Other"", ""text"": ""Nice, it’s always annoying when it’s just a little crooked. Need a hand?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I think I’ve got it, I’m just adjusting the edges and making sure it sits properly.""}, {""speaker"": ""Other"", ""text"": ""Looks good from here. Are you using tape to keep it in place?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, just tidying up the last bits so it stays put and looks neat.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare the poster? (A) place sellotape (B) straighten poster (C) stick poster (D) cut sellotape","{""A"": ""place sellotape"", ""B"": ""straighten poster"", ""C"": ""stick poster"", ""D"": ""cut sellotape""}",D,2710.1,2733.0
EgoPlan-Bench2,video_grounded_ontopic,570fc280-231c-4a3e-99c2-12eefed1c122,Work,570fc280-231c-4a3e-99c2-12eefed1c122_37,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’ve got the wood piece lined up now. Just making sure it sits flush before I keep going.""}, {""speaker"": ""Other"", ""text"": ""Looks good from here. Do you need to hold it a little tighter while you work?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m keeping it steady and checking the spacing. I don’t want it shifting on me.""}, {""speaker"": ""Other"", ""text"": ""Smart. Are you ready to fasten it down, or do you need a few more pieces first?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I’m grabbing the small hardware now and lining everything up so I can finish securing it.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to attach wood to wall? (A) place nail on wood (B) reach for drill (C) ascend ladder (D) attach wood to wall","{""A"": ""place nail on wood"", ""B"": ""reach for drill"", ""C"": ""ascend ladder"", ""D"": ""attach wood to wall""}",A,507.6333333333333,552.8333333333334
